Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,Menzioni,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000797,,,,,,2015,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,5,70-74,Sangiovese 100%,Filetto di manzo alle bacche di ginepro,,91,,91,,na,Rosso fermo,14.5,15k,36 mesi in botte,"Manto rubino intenso dalle sfumature granato. Il profilo olfattivo rivela esuberanti aromi di ciliegia, susina rossa, mora e lampone in confettura; si incontrano richiami di viola, mirto, santoreggia, erbe officinali, polvere di caffè ed eucalipto. Sorso penetrante quanto generoso; la nota di rabarbaro accompagna tutto il percorso, esaltandone il carattere signorile.  La freschezza traccia linee definite sostenute dal tannino in perfetta esecuzione. Di sicura longevità. Matura per 36 mesi in legno. ",,na,na,na,na,na,Italia,2,,,
,0000797-1,4.66,31,0.43,13,3.8,,Brunello Montosoli,DOCG,Brunello Di Montalcino,Altesino,Toscana,3★-5★,70-74,Sangiovese 100%,Arista al forno con le prugne – Cinghiale in umido – Filetto con salsa al tartufo – Filetto di manzo alle bacche di ginepro,,na,,na,,na,Rosso fermo,14.5,10k-15k,36 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000798,,,,,,2010,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,80-84,Sangiovese 100%,Piccione ripieno arrosto,Riserva,89,,89,,na,Rosso fermo,14.5,6k,48 mesi in botte grande + 6 mesi in bottiglia,"Rubino con bordo granato. Apre con profumi di mora e ciliegia in confettura, seguiti da pot-pourri di fiori rossi, cioccolato fondente, caffè, erbette aromatiche, tenui sentori balsamici e di pregiato tartufo. Il sorso è intenso  e avvolgente. La freschezza, ben accompagnata dalla sapidità, conduce a un lungo finale di frutti rossi. Dopo un anno in acciaio, riposa per 48 mesi in botti grandi di rovere di Slavonia, poi affina 6 mesi in vetro. ",,na,na,na,na,na,Italia,2,,,
,0000798,,,,,,2013,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4,80-84,Sangiovese 100%,Bocconcini di manzo con funghi porcini,Riserva,89,,89,,na,Rosso fermo,14.5,10k,36 mesi in botte + 6 mesi in bottiglia,"Veste rubino dai toni evoluti. Il bouquet è variegato e ricco di sfumature: si apre su mora in confettura, gelée di lampone, mirto, cannella, tè verde, carcadè, erbe officinali e note balsamiche. All'assaggio tutte le componenti sono in perfetta sinergia; il grintoso tannino e la viva freschezza caratterizzano la struttura gustosa; chiusura persistente dai ritorni di arancia sanguinella. Maturazione per 36 mesi in legno. ",,na,na,na,na,na,Italia,2,,,
,0000798-1,2.00,13,0.16,5,4.0,,Brunello Riserva,DOCG,Brunello Di Montalcino,Altesino,Toscana,4★,80-84,Sangiovese 100%,Piccione ripieno arrosto – Bocconcini di manzo con funghi porcini,Riserva,na,,na,,na,Rosso fermo,14.5,6k-10k,36-48 mesi in botte grande + 6 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000498,,,,,,2015,Chianti Classico Gran Selezione Vigna Di Fontalle,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,3,15-19,Sangiovese 100%,Porchetta al forno,Gran Selezione,85,,85,,na,Rosso fermo,14.5,40k,24 mesi in barrique e botte grande,"Rubino intenso. Toni ferrosi in apertura,  poi intense scie di ciliegia in confettura, tabacco, viola appassita, cioccolato al latte e sottobosco. Ingresso morbido, accompagnato da tannini vellutati e da una discreta struttura, che raccontano un equilibrio in vista. Buona  la persistenza, con ricordi di scorza d'arancia",,na,na,na,na,na,Italia,2,,,
,0000498,,,,,,2017,Chianti Classico Gran Selezione Vigna Di Fontalle,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,3,15-19,Sangiovese 100%,Straccetti alla pizzaiola,Gran Selezione,85,,85,,na,Rosso fermo,14.5,25k,24 mesi in barrique e botte grande,"Veste rosso rubino intenso e vivace. ll naso è inebriato da profumi di ciliegia, mora di gelso, vaniglia, cannella e pepe nero; prosegue con sensazioni di alloro e cuoio su una traccia minerale. In bocca è fresco e fruttato, dotato di una fitta trama tannica, ottimamente smussata, e di giusta sapidità; nel finale emerge un ricordo di arancia sanguinella.",,na,na,na,na,na,Italia,2,,,
,0000498-1,0.68,5,0.30,#DIV/0!,3.0,,Chianti Classico Gran Selezione Vigna Di Fontalle,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,3★,15-19,Sangiovese 100%,Porchetta al forno – Straccetti alla pizzaiola,Gran Selezione,na,,na,,na,Rosso fermo,14.5,25k-40k,24 mesi in barrique e botte grande,,,na,na,na,na,na,Italia,1,,,
,0000499,,,,,,2016,Chianti Classico Solatio del Tani,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,2,10-14,Sangiovese 90% – Altri,Pici all'aglione,,84,,84,,na,Rosso fermo,14.5,45k,12 mesi in botte grande,"Rubino compatto, riflessi giovanili. Naso composto su ribes, ciliegia, glicine, e una leggera traccia finale di vaniglia. In bocca tende all'equilibrio, mostrando un tannino ingentilito, sorretto comunque da una buona acidità. Media la persistenza. ",,na,na,na,na,na,Italia,2,,,
,0000499,,,,,,2017,Chianti Classico Solatio del Tani,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,2,10-14,Sangiovese 90% – Altri,Crostini lardo e cavolo nero,,84,,84,,na,Rosso fermo,14.5,24k,12 mesi in botte grande,"Manto rubino di buona trasparenza. Si apre con distinti sentori di lampone, ribes rosso, iris e sbuffi balsamici di eucalipto; seguono cenni di liquirizia, curcuma e maggiorana. La spalla acida e i tannini distesi ingentiliscono il sorso, discretamente lungo, dalla chiusura di frutti di bosco. ",,na,na,na,na,na,Italia,2,,,
,0000499-1,0.23,2,0.15,#DIV/0!,2.0,,Chianti Classico Solatio del Tani,DOCG,Chianti Classico,Antica Fattoria Machiavelli,Toscana,2★,10-14,Sangiovese 90% – Altri,Pici all'aglione – Crostini lardo e cavolo nero,,na,,na,,na,Rosso fermo,14.5,24k-45k,12 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000549,,,,,,2014,Chianti Classico,DOCG,Chianti Classico,Antico Borgo Di Sugame,Toscana,3,10-14,Sangiovese 95% – Merlot 5%,Tortellini al ragù,,86,,86,,na,Rosso fermo,13.5,10k,12 mesi in botte + 3 mesi in bottiglia,"Rubino vivo e trasparente. Intriganti nuance di violetta, piccoli frutti rossi e neri introducono il corredo odoroso, cui fanno eco ricordi di mirto, muschio, note ferrose ed eucalipto. Ancora giovane, rivela la propria anima chiantigiana sprigionando freschezza viva ed energico tannino, per poi sfumare in un finale leggermente minerale.",,na,na,na,na,na,Italia,2,,,
,0000549-1,0.34,3,0.21,#DIV/0!,3.0,,Chianti Classico,DOCG,Chianti Classico,Antico Borgo Di Sugame,Toscana,3★,10-14,Sangiovese 95% – Merlot 5%,Tortellini al ragù,,na,,na,,na,Rosso fermo,13.5,10k,12 mesi in botte + 3 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000550,,,,,,2013,Chianti Classico Riserva,DOCG,Chianti Classico,Antico Borgo Di Sugame,Toscana,3,20-24,Sangiovese 95% – Merlot 5%,Coniglio alla cacciatora,Riserva,86,,86,,na,Rosso fermo,13.5,3k,12 mesi in botte + 12 mesi in bottiglia,"Veste rubino di buona intensità cromatica. L’'impatto olfattivo si apre su eleganti  note di marasca, fiori rossi, sottobosco, cardamomo, chinotto e bastoncino di  liquirizia. Al sorso è vivace, si distingue per  la freschezza determinata e i vibranti tannini che impreziosiscono la struttura e la rendono raffinata, in un finale fruttato e persistente.",,na,na,na,na,na,Italia,2,,,
,0000550-1,0.34,3,0.12,#DIV/0!,3.0,,Chianti Classico Riserva,DOCG,Chianti Classico,Antico Borgo Di Sugame,Toscana,3★,20-24,Sangiovese 95% – Merlot 5%,Coniglio alla cacciatora,Riserva,na,,na,,na,Rosso fermo,13.5,3k,12 mesi in botte + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0001758,,,,,,2015,In Grandi Annate,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,50-54,Sangiovese 100%,Filetto ai porcini,,90,,90,,na,Rosso fermo,14,12k,18 mesi in barrique e tonneau,"Rubino trasparente e vivace. Impatto olfattivo di cacao, tabacco dolce e amarene in confettura, arancia sanguinella, gelée di mirtillo, prugna, eucalipto, chinotto, ricordi minerali  e tocchi vanigliati. Al sorso è succoso, dalla struttura prossima all'equilibrio. Persistente  e dall'epilogo amaricante. Permane in botti e barrique di rovere per 18 mesi e un anno di affinamento in vetro. ",,na,na,na,na,na,Italia,2,,,
,0001758,,,,,,2016,In Grandi Annate,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,5,50-54,Sangiovese 100%,Petto d'anatra con funghi porcini,,92,,92,,na,Rosso fermo,13.5,12k,18 mesi in barrique e tonneau,"Rosso rubino intenso e lucente. Incipit di prugna in confettura e pot-pourri di rosa e viola; seguono balsamicità e lavanda, cera d'api, tabacco kentucky, fave di cacao, liquirizia e cuoio. Ingresso gustoso ed elegante, con tannini setosi per trama e qualità estrattiva, accompagnati da freschezza trascinante e buona sapidità. Epilogo lunghissimo, con ricordi di succo di mirtillo e tabacco da pipa. Matura per 18 mesi in barrique e tonneau di varie capacità; prosegue l'affinamento per 12 mesi in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,00001758-1,4.32,27,0.52,12,4.0,,In Grandi Annate,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4★-5★,50-54,Sangiovese 100%,Coniglio alla cacciatora – Coniglio alla cacciatora – Filetto ai porcini – Petto d'anatra con funghi porcini,,na,,na,,na,Rosso fermo,13.5,12k-20k,18 mesi in barrique e tonneau,,"Dall'annata 2015 il vino è uscito dalla denominazione ""Vino Nobile Di Montepulciano""",na,na,na,na,na,Italia,1,,,
,0001759,,,,,,2013,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,2,15-19,Sangiovese 100%,Coniglio porchettato,,84,,84,,na,Rosso fermo,14,200k,18 mesi in botti di varie dimensioni,"Rubino con riflessi granato. Bouquet raffinato di ciliegia in confettura, mora, ribes rosso, violetta, pepe bianco, refoli balsamici, cioccolato alla menta, tabacco dolce, leggero muschio. Bocca ricca e gustosa, di ottima struttura, sorretta da acidità e da un tannino ben integrato. Riposa in legni di varie dimensioni per 18 mesi, poi affina per 6 in vetro. ",,na,na,na,na,na,Italia,2,,,
,0001759,,,,,,2014,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3,20-24,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,13.5,254k,18 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,2,,,
,0001759,,,,,,2015,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,15-19,Sangiovese 100%,nd,,89,,89,,na,Rosso fermo,13.5,270k,18 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,2,,,
,0001759,,,,,,2016,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3,15-19,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,13.5,190k,18 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,2,,,
,00001759-1,1.79,11,0.66,15,3.0,,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,2★-4★,15-19,Sangiovese 100%,Coniglio porchettato,,na,,na,,na,Rosso fermo,13.5,190k-270k,18 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,1,,,
,0001760,,,,,,2016,Vino Nobile Di Montepulciano Caprile,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3,35-39,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,14,2k,-,,,na,na,na,na,na,Italia,2,,,
,00001760-1,0.34,2,0.06,1,3.0,,Vino Nobile Di Montepulciano Caprile,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3★,35-39,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,2k,-,,,na,na,na,na,na,Italia,1,,,
,0001758,,,,,,2012,Vino Nobile Di Montepulciano Grandi Annate,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,5,55-59,Sangiovese 100%,Cervo arrosto alle prugne,,94,,94,,na,Rosso fermo,14.5,20k,18 mesi in barrique e tonneau,"Rubino vivo che sfuma lieve sul bordo granato. Esordio appagante al naso con sentori di mora in confettura, cassis, mirtillo, tamarindo e durone di Vignola, quindi pian piano si svelano petali di viola essiccati, tabacco da sigaro, note mentolate, macchia mediterranea e china Sorso elegante e dinamico, di struttura, in  cui tutte le componenti sono perfettamente amalgamate in un percorso gustativo saporito e duraturo. Vino dalla grande longevità. Matura per 18 mesi tra barrique e tonneau e sosta per lo stesso tempo in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0001758,,,,,,2013,Vino Nobile Di Montepulciano Grandi Annate,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,50-54,Sangiovese 100%,Piccione ripieno ,,90,,90,,na,Rosso fermo,14,20k,18 mesi in barrique e tonneau,"Granato luminoso e trasparente. Bouquet intenso e accattivante di frutti maturi e fiori secchi, aliti balsamici di eucalipto, bacche di ginepro, legno di cedro, pepe nero, poi spezie pungenti e inebrianti, erbe aromatiche, incenso, richiami fumé, resina e cera. Bocca scattante e succosa, con una trama tannica di ottima qualità ancora scalpitante. Vino persistente, mostra classe e vigore in un'ottica evolutiva dal grande potenziale. Permane in legno di varie dimensioni per 18 mesi e in bottiglia per ulteriori 18. ",,na,na,na,na,na,Italia,2,,,
,0001761,,,,,,2016,Vino Nobile Di Montepulciano Il Poggetto,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3,35-39,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,15,1k,-,,,na,na,na,na,na,Italia,2,,,
,00001761-1,0.34,2,0.06,1,3.0,,Vino Nobile Di Montepulciano Il Poggetto,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3★,35-39,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,15,1k,-,,,na,na,na,na,na,Italia,1,,,
,0001762,,,,,,2015,Vino Nobile Di Montepulciano La Banditella,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,35-39,Sangiovese 100%,nd,,89,,89,,na,Rosso fermo,14.5,1k,-,,,na,na,na,na,na,Italia,2,,,
,00001762-1,1.00,6,0.17,4,4.0,,Vino Nobile Di Montepulciano La Banditella,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4★,35-39,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14.5,1k,-,,,na,na,na,na,na,Italia,1,,,
,0001763,,,,,,2015,Vino Nobile Di Montepulciano La Stella,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,35-39,Sangiovese 100%,nd,,89,,89,,na,Rosso fermo,15,1k,-,,,na,na,na,na,na,Italia,2,,,
,00001763-1,1.00,6,0.17,4,4.0,,Vino Nobile Di Montepulciano La Stella,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4★,35-39,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,15,1k,-,,,na,na,na,na,na,Italia,1,,,
,0001757,,,,,,2015,Vino Nobile Di Montepulciano Poggetto Di Sopra,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3,55-59,Sangiovese 100%,nd,,87,,87,,na,Rosso fermo,14.5,3k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001757,,,,,,2016,Vino Nobile Di Montepulciano Poggetto Di Sopra,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,4,55-59,Sangiovese 100%,Spezzatino di cinghiale,,90,,90,,na,Rosso fermo,13.5,3k,24 mesi in botte,"Manto rubino luminoso. Bouquet variegato  e raffinato, che svela in progressione una composta di frutti di bosco e ribes rosso, poi arancia e melagrana, violetta, tabacco, caffè e terra bagnata. In bocca esibisce altrettanta espansione ed energia, con la freschezza che va a braccetto con il tannino ottimamente estratto ma ancora indomito; finale molto persistente. Rivelerà grandi sorprese in futuro. Riposa tra botti e barrique per 2 anni, a cui si aggiunge un anno in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0001757,,,,,,2017,Vino Nobile Di Montepulciano Poggetto Di Sopra,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,5,55-59,Sangiovese 100%,Tournedos alla Rossini,,92,,92,,na,Rosso fermo,14,2k,20 mesi in botte,"Rubino acceso con sfumature granato. Esordio di frutti a bacca rossa e nera lavorati; seguono ricordi floreali, alloro, mirto, liqui- rizia, note di inchiostro e ardesia. Il sorso, delicato nell'incipit, si amplia con tannini eleganti e una briosa scia fresca. Lunga per- sistenza fruttata e balsamica.",,na,na,na,na,na,Italia,2,,,
,00001757-1,4.32,27,0.48,11,4.0,,Vino Nobile Di Montepulciano Poggetto Di Sopra,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,3★-5★,55-59,Sangiovese 100%,Spezzatino di cinghiale – Tournedos alla Rossini,,na,,na,,na,Rosso fermo,14,2k-3k,20-24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001764,,,,,,2015,Vino Nobile Di Montepulciano Ventisei,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,2,15-19,Sangiovese 100%,nd,,84,,84,,na,Rosso fermo,14,13k,-,,,na,na,na,na,na,Italia,2,,,
,00001764-1,0.12,1,0.04,1,2.0,,Vino Nobile Di Montepulciano Ventisei,DOCG,Vino Nobile Di Montepulciano,Avignonesi,Toscana,2★,15-19,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,13k,-,,,na,na,na,na,na,Italia,1,,,
,0001885,,,,,,2016,Chianti Cetamura,DOCG,Chianti,Badia A Coltibuono,Toscana,1,5-9,Sangiovese 90% – Altri 10%,nd,,79,,79,,na,Rosso fermo,13,180k,-,,,na,na,na,na,na,Italia,2,,,
,00001885-1,0.00,0,0.00,0,1.0,,Chianti Cetamura,DOCG,Chianti,Badia A Coltibuono,Toscana,2★,5-9,Sangiovese 90% – Altri 10%,nd,,na,,na,,na,Rosso fermo,13,180k,-,,,na,na,na,na,na,Italia,1,,,
,0000217,,,,,,2014,Chianti Classico,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,2,10-14,Sangiovese 90% – Altri,Quiche di porri e ricotta vaccina,,84,,84,,na,Rosso fermo,14,143k,12 mesi in botte grande,"Rubino trasparente. Sottile nell'espressione olfattiva di glicine e violetta, poi foglia di tè e buccia di pesca. Acidità spiccata al palato che evoca frutta in maturazione. Scorrevole, ma di struttura esile, figlia di un'annata difficile. ",,na,na,na,na,na,Italia,2,,,
,0000217,,,,,,2015,Chianti Classico,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,3,10-14,Sangiovese 90% – Altri,nd,,85,,85,,na,Rosso fermo,14,146k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000217,,,,,,2016,Chianti Classico,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,3,10-14,Sangiovese 90% – Altri,Arista di maiale con le mele,,86,,86,,na,Rosso fermo,14,128k,12 mesi in botte grande,"Rubino lucido. Ha un profumo giovanile, ben definito: violetta, marasca, lampone, una punta di cannella e tè verde. In bocca è brioso, di medio corpo; i tannini docili evidenziano la morbidezza. Chiusura fruttata e sapida. Ottima bevibilità. ",,na,na,na,na,na,Italia,2,,,
,0000217-1,0.79,6,0.50,#DIV/0!,2.7,,Chianti Classico,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,2★-3★,10-14,Sangiovese 90% – Altri,Quiche di porri e ricotta vaccina – Arista di maiale con le mele,,na,,na,,na,Rosso fermo,14,128k-146k,12 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000215,,,,,,2018,Chianti Classico Badia a Coltibuono,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,4,10-14,Sangiovese 90% – Altri,Tortelli di patate al ragù,,89,,89,,na,Rosso fermo,13.5,145k,12 mesi in botte grande,"Vivace rubino trasparente. Un'esplosione floreale di iris e violetta anticipa ribes rosso  e marasca fragranti; seguono generose sensazioni di pompelmo rosa e arancia, con tracce ferruginose. Tannini di qualità fine e discreta cedono il comando alla combinazione di acidità e sapidità, che imprimono profondità al sorso, di notevole persistenza. ",,na,na,na,na,na,Italia,2,,,
,0000215,,,,,,2019,Chianti Classico Badia a Coltibuono,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,2,10-14,Sangiovese 90% – Altri,nd,,84,,84,,na,Rosso fermo,13.5,133k,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0000215-1,1.12,8,0.70,#DIV/0!,3.0,,Chianti Classico Badia a Coltibuono,DOCG,Chianti Classico,Badia A Coltibuono,Toscana,2★-4★,10-14,Sangiovese 90% – Altri,Tortelli di patate al ragù,,na,,na,,na,Rosso fermo,13.5,22k-40k,12 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
