Categoria-1,Ref,Tipologia,OLDVSCORE,VScore,RAWQP,QP,MediaGrezza,Valutazione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0002159,Bianco Fermo,,,,,,3,86,nd,nd,3,86,2019,Ermes Pavese,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,70-74,Prie Blanc 100%,13.5,1k,Aragosta alla catalana,12 mesi in acciaio,"Color giallo paglierino lucente. Profumi floreali che ammantano le narici, insieme a cenni eleganti di frutta tropicale, ananas e mango. Ricordi di erba tagliata e mentuccia nel finale. Sapido e gustoso all'assaggio, il sorso rivela piacevoli ritorni citrini di bergamotto e cedro. Riposa per 12 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002159-1,Bianco Fermo,2.02,55,0.76,13,3.3,3★-4★,86.8,3★-4★,87.0,3★,86.0,,Ermes Pavese,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,70-74,Prie Blanc 100%,13.5,1k,Insalatina di farro e gamberi – Risotto integrale alla zucca – Aragosta alla catalana,6-12 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002150,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2019,Marziano Vevey,Valle D'Aosta Blanc De Morgex Et De La Salle,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,15-19,Prie Blanc 100%,11.5,3k,Insalatina di farro e gamberi,9 mesi in acciaio,"Giallo paglierino lucente, intarsiato di riflessi verdolini. Il naso è caratterizzato da evidenti cenni di roccia piritica. Delicate tracce di  mela, erbe di montagna e fiorellini di campo completano i riconoscimenti. Assaggio rinfrancante che prosegue verso una conclusione citrina e saporita. Solo acciaio, per 9 mesi ",,na,na,na,na,na,Italia,2,,,
,0002150,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2020,Marziano Vevey,Valle D'Aosta Blanc De Morgex Et De La Salle,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,15-19,Prie Blanc 100%,11.5,7k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002150-1,Bianco Fermo,0.45,12,0.73,12,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Marziano Vevey,Valle D'Aosta Blanc De Morgex Et De La Salle,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,15-19,Prie Blanc 100%,11.5,3k-7k,Insalatina di farro e gamberi,8-9 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002156,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2018,Piero Brunet,Valle D'Aosta Blanc De Morgex Et De La Salle,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,10-14,Prie Blanc 100%,12,3k,Gnocchi alla bava di fontina,6 mesi in acciaio,"Giallo paglierino tenue. Si mostra con delicati sentori di limone, fiore di pesco, menta, erba fresca e mineralità da magnesio. Rinfresca la bocca con un ingresso teso, citrico e sapido. Il finale ci regala note gustative di kiwi, cedro e mentuccia montana. Sosta per 6 mesi in botti di acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002156-1,Bianco Fermo,0.34,9,0.77,13,3.0,3★,nd,3★,nd,nd,nd,,Piero Brunet,Valle D'Aosta Blanc De Morgex Et De La Salle,Valle D'Aosta Blanc De Morgex Et De La Salle,,DOC,Valle D'Aosta,10-14,Prie Blanc 100%,12,3k,Gnocchi alla bava di fontina,6 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001996,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2015,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,12.5,2k,Risotto allo zafferano,6 mesi in acciaio,"Paglierino intenso con nuance dorate. Profumi che spaziano da piccola pasticceria, crème brùlée e biscotti al burro, alle tipiche note aromatiche di timo e macchia mediterranea Sorso fragrante e di lunga progressione, grazie a una gradevole nota sapida. Accenni agrumati di pompelmo rosa e vaghi ricordi di ginger in chiusura. Vinificazione e maturazione condotte in acciaio. ",Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,na,na,na,na,na,Italia,2,,,
,0001996,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2016,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,2k,Trota fario al cartoccio,6 mesi in acciaio,"Giallo paglierino di media intensità, molto vivace. Intenso al naso, aromatico ed esuberante. Effluvi di génépy, papaia, salvia e buccia di pompelmo aprono la strada a una scia minerale gessosa. Assaggio sottile ed elegante, si fa notare per la sua compostezza Chiude, come da manuale, con una sensazione gradevolmente ammandorlata. Maturazione in acciaio. ",Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,na,na,na,na,na,Italia,2,,,
,0001996,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2017,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,2k,Polenta concia,6 mesi in acciaio,"Paglierino luminoso. Si apre su ricordi di salvia, timo e rosmarino, incorniciato da gerbere e pesca bianca. Stuzzicanti le sfumature di lime e litchi. Il sorso è mobile e deciso, l'aromaticità preponderante è bilanciata dal contrasto sapido. Lungo epilogo al pompelmo rosa. Riposa per un anno, in parte in acciaio e in parte in botti di rovere. ",Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,na,na,na,na,na,Italia,2,,,
,0001996,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2018,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,1k,Volauvent ricotta e spinaci,6 mesi in acciaio,"Giallo paglierino con accenni dorati Affascinano l'olfatto fragranti profumi di pesca di vigna, uva spina, agrumi, melissa e un soffio di salvia e timo. Al palato risulta avvolgente e dotato di succosa freschezza. ll sorso è teso, con ricordì di camomilla e pompelmo. Sosta in acciaio per 6 mesi. ",Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,na,na,na,na,na,Italia,2,,,
,0001996,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2020,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Moscato Bianco 100%,13,2k,nd,6 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001996-1,Bianco Fermo,1.69,32,2.64,45,3.0,3★,nd,3★,nd,nd,nd,,Edoardo Braga,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Moscato Bianco 100%,13,1k-2k,Risotto allo zafferano – Trota fario al cartoccio – Polenta concia – Volauvent ricotta e spinaci,6 mesi in acciaio,,Dal 2020 la specifica di vitigno è stata sostituita da una menzione geografica,na,na,na,na,na,Italia,1,,,
,0001999,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2015,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,50k,Crespelle alla valdostana,6 mesi in acciaio,"Paglierino intenso con riflessi dorati. Olfatto scandito dall'aromaticità del vitigno, con richiami successivi di pesca gialla matura, gelsomino, foglioline di basilico e timo essiccato. All'assaggio mostra una vigorosa sapidità, che asseconda un palato solido e avvolgente. Vinificazione condotta in acciaio, con 6 mesi di permanenza sulle fecce fini ",,na,na,na,na,na,Italia,2,,,
,0001999,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2016,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,65k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001999,Bianco Fermo,,,,,,3,85,3,85,nd,nd,2017,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,13,25k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001999,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2019,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14,50k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001999,Bianco Fermo,,,,,,3,85,2,82,3,88,2020,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,50k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001999-1,Bianco Fermo,1.47,28,1.62,28,2.8,2★-3★,85.0,2★-3★,84.4,3★,88.0,,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,25k-65k,Crespelle alla valdostana,4-6 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001998,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2014,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Attente,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,25-29,Muscat blanc a petit grains 100%,13,3k,Risotto zafferano e speck,12 mesi in legno,"Giallo paglierino con luminosi riflessi color zecchino. ll naso si lascia conquistare dalle spiccate ventate di salvia, accompagnate da accenti citrini e minerali, sentori di bergamotto, susina goccia d'oro e ricordi di camomilla e melissa. l sorso è teso tra freschezza e salinità, con conclusione al sapore di foglie di tè. Dopo 28 mesi in acciaio, riposa ancora per 12 mesi in caratelli di rovere. ",,na,na,na,na,na,Italia,2,,,
,0001998,Bianco Fermo,,,,,,3,86,3,86,3,86,2017,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Attente,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,20-24,Muscat blanc a petit grains 100%,13,3k,Riso thai cumino e gamberoni,12 mesi in legno,"Manto giallo verdolino. Si susseguono al  naso sensazioni di gelsomino, cedro, pesca, albicocca, in un abbraccio armonico con camonmilla, eucalipto e spezie orientali. Alla beva, estremamente lunga e sapida, tornano i ricordi agrumati. Matura per 3 mesi in acciaio e per 12 in botti di rovere austriaco da 20 ettolitri ",,na,na,na,na,na,Italia,2,,,
,0001998,Bianco Fermo,,,,,,3,86,3,86,3,86,2018,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Attente,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,3k,Cruditè di scampi,12 mesi in legno,"Veste giallo paglierino con luminose striature dorate. Inebriante impatto olfattivo in cui spiccano sambuco, salvia, rosmarino, pesca tabacchiera, albicocca, bastoncino di vaniglia e burro. Chiude con cenni di camomilla, pasta di mandorla e noci. Al palato è morbido e avvolgente. Il profilo gustativo risulta fresco, con una coda sapida e ammandorlata. Per 12 mesi in grandi botti di rovere francese. ",,na,na,na,na,na,Italia,2,,,
,0001998,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2019,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Attente,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,20-24,Muscat blanc a petit grains 100%,13.5,3k,nd,12 mesi in legno,,,na,na,na,na,na,Italia,2,,,
,0001998-1,Bianco Fermo,1.35,25,1.15,20,3.0,3★,86.0,3★,86.0,3★,86.0,,La Crotta Di Vegneron,Valle D'Aosta Chambave Muscat Attente,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,20-24,Muscat blanc a petit grains 100%,13.5,3k,Risotto zafferano e speck – Riso thai cumino e gamberoni – Cruditè di scampi,12 mesi in legno,,,na,na,na,na,na,Italia,1,,,
,0002000,Bianco Fermo,,,,,,5,91,5,91,nd,nd,2014,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,5k,Involtini di crudo di Bosses,8 mesi in acciaio,"Paglierino vivace e luminoso con rapidi lampi dorati. Un vero e proprio défilé di sensazioni con timo, salvia, petali di rosa bianca,  pesca noce, uva spina, ginestra, macchia mediterranea e incenso protagonisti sulla passerella, per chiudere in un garbato effluvio minerale e iodato. Al palato mostra un equilibrio irreprensibile e dall’interminabile persistenza aromatica, presagi di un lungo potenziale di evoluzione nel tempo. Per mantenere integro il profilo varietale, vinificazione e maturazione sono condotte esclusivamente in acciaio per circa 9 mesi, di cui 7 sui lieviti, costellati da frequenti bàtonnage. ",,na,na,na,na,na,Italia,2,,,
,0002000,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2015,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,4k,Trota di Lillaz alle erbette,8 mesi in acciaio,"Giallo paglierino con tenui riflessi dorati Impatto olfattivo aromatico di salvia e timo, freschi cenni di pesca e ananas, sensazioni minerali di ardesia. Al palato esordisce con sorprendente freschezza. Chiude con una scia sapida che allunga le sensazioni fruttate e aromatiche. Per 10 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002000,Bianco Fermo,,,,,,3,87,3,87,nd,nd,2016,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,7k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002000,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2017,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,7k,Maltagliati al ragù bianco di coniglio,8 mesi in acciaio,"Giallo paglierino incredibilmente lucente. Impatto aromatico varietale importante: salvia, timo selvatico di montagna, litchi e pesca bianca; elegante e intenso, si rivela con accenni di camomilla, zenzero e pasta  di mandorle, allietando l’olfatto con una mineralità quarzifera. l'assaggio è magistrale una struttura perfettamente bilanciata dalla freschezza e dalla sapidità, un lungo finale ammandorlato caratterizzato da essenza di rosa e pesca nettarina. Macerazioni pellicolari prefermentative e 8 mesi di riposo in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002000,Bianco Fermo,,,,,,3,87,3,88,3,86,2018,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,13.5,7k,Capesante gratinate,8 mesi in acciaio,"Giallo paglierino di intensa luminosità. Impatto aromatico di grande rilievo: rosa bianca, fragranze di pesche di vigna e un bouquet di salvia, timo limone e santoreggia rivelano i profumi varietali del vitigno. Alla beva l'ingresso è ricco e avvolgente, con una traccia alcolica ben bilanciata dalla vivida freschezza. Sfuma su ricordi di rosa, pesca e una lieve scia ammandorlata. Sosta in acciaio per 8 mesi ",,na,na,na,na,na,Italia,2,,,
,0002000,Bianco Fermo,,,,,,3,88.5,3,86,5,91,2019,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14.5,3k,nd,11 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002000-1,Bianco Fermo,5.34,100,5.88,100,3.5,3★-5★,88.1,3★-5★,87.8,3★-5★,88.5,,La Vrille,Valle D'Aosta Chambave Muscat,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14.5,3k-7k,Involtini di crudo di Bosses – Trota di Lillaz alle erbette – Maltagliati al ragù bianco di coniglio – Capesante gratinate,8-11 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002001,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2015,Lo Triolet,Valle D'Aosta Muscat Petit Grain,Valle D'Aosta Chambave Muscat,Muscat Petit Grain,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14.5,1k,Miassa con salignon,5 mesi in acciaio,"Paglierino delicato. Incipit di salvia e mentuccia, seguite da mela verde e pesca noce. Ricordi floreali di glicine adornano l'assaggio, sempre retto da un nerbo fresco  e sapido di notevole pregio. Finale lungo, dai tratti decisamente aromatici. Solo acciaio per 5 mesi ",,na,na,na,na,na,Italia,2,,,
,0002001,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2020,Lo Triolet,Valle D'Aosta Muscat Petit Grain,Valle D'Aosta Chambave Muscat,Muscat Petit Grain,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14,4k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002001-1,Bianco Fermo,1.12,21,1.23,21,3.0,2★-4★,nd,2★-4★,nd,nd,nd,,Lo Triolet,Valle D'Aosta Muscat Petit Grain,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,15-19,Muscat blanc a petit grains 100%,14,1k-4k,Miassa con salignon,5-8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001997,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2019,Nicola Del Negro,Valle D'Aosta Muscat De Chambave,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,14,3k,Zuppa di farro e ortica,8 mesi in acciaio,"Giallo paglierino lucente. Profilo olfattivo dominato da frutta e fiori: pesca bianca, pera, litchi, agrumi, tiglio, biancospino e gelsomino, poi erbe aromatiche, salvia e mineralità da pietra macinata. Beva fresca e sapida a soddisfare il palato con il riapparire di frutta ed erbe aromatiche e tipico finale leggermente ammandorlato. In acciaio 8 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001997,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2020,Nicola Del Negro,Valle D'Aosta Muscat De Chambave,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,14,3k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001997-1,Bianco Fermo,0.68,13,1.06,18,3.0,3★,nd,3★,nd,nd,nd,,Nicola Del Negro,Valle D'Aosta Muscat De Chambave,Valle D'Aosta Chambave Muscat,,DOC,Valle D'Aosta,10-14,Muscat blanc a petit grains 100%,14,2k,Zuppa di farro e ortica,4-8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001962,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2020,Cave Des Onze Communes,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,14,24k,nd,5 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001962-1,Bianco Fermo,0.12,1,0.07,3,2.0,2★,nd,2★,nd,nd,nd,,Cave Des Onze Communes,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,14,24k,nd,5 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001973,Bianco Fermo,,,,,,4,89,4,89,nd,nd,2015,Chateau Feuillet,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,13.5,2k,Filetto di branzino in crosta di sale,5 mesi in acciaio,"Paglierino smagliante. Lascia presagire tensione e freschezza già dalla vivacità del colore, primeggiano poi all’olfatto sentori nitidi di pompelmo, mela verde e glicine, seguiti da una vena iodata quasi marina, screziata di pepe bianco. Vaghi accenni di pesca bianca  e gelsomino inducono a un sorso pieno e generoso, in cui la solida dotazione calorica che avvolge il palato dialoga con una vibrante sapidità. Vinificato esclusivamente in acciaio, vi matura per 5 mesi con frequenti bàtonnage. ",,na,na,na,na,na,Italia,2,,,
,0001973,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2017,Chateau Feuillet,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,13.5,4k,Risotto ai formaggi,5 mesi in acciaio,"Paglierino vivo. Fiore e frutto si presentano all'olfatto con cenni di frutta a polpa bianca, insieme ad ananas, biancospino e gelsomino. Suadente al palato, intenso e di media lunghezza; il sorso è pieno e accompagna una gradevole freschezza gustativa verso una scia di frutta appena colta. Solo acciaio nel processo di vinificazione. ",,na,na,na,na,na,Italia,2,,,
,0001973-1,Bianco Fermo,1.34,14,0.82,34,3.5,3★-4★,nd,3★-4★,nd,nd,nd,,Chateau Feuillet,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,13.5,2k-4k,Filetto di branzino in crosta di sale – Risotto ai formaggi,5 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001970,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2015,Di Barrò,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,13.5,2k,Frittata di patate ,8 mesi in acciaio,"Giallo paglierino. Effluvi di mela golden e agrumi, poi sensazioni più minerali di pirite e quarzo e accenni di spezie dolci completano il ventaglio odoroso. ll sorso è corrispondente all'olfatto e la persistenza gustativa è giocata sul mallo della noce. Sosta per 8 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0001970,Bianco Fermo,,,,,,2,82,2,82,nd,nd,2017,Di Barrò,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,2k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001970-1,Bianco Fermo,0.23,2,0.20,8,2.0,2★,nd,2★,nd,nd,nd,,Di Barrò,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,2k,Frittata di patate ,8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001963,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2019,Diego Curtaz,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,13.5,1k,nd,6 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001963-1,Bianco Fermo,0.34,4,0.21,9,3.0,3★,nd,3★,nd,nd,nd,,Diego Curtaz,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,15-19,Chardonnay 100%,13.5,1k,nd,6 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001971,Bianco Fermo,,,,,,2,84,2,84,nd,nd,2015,Feudo Di San Maurizio,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,4k,nd,6 mesi in tonneau,,,na,na,na,na,na,Italia,2,,,
,0001971,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2016,Feudo Di San Maurizio,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,4k,nd,6 mesi in tonneau,,,na,na,na,na,na,Italia,2,,,
,0001971,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2017,Feudo Di San Maurizio,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,4k,Pollame allo spiedo,6 mesi in tonneau,"Veste giallo paglierino, luminoso, dai riflessi dorati. Pompelmo e vaniglia si susseguono all'olfatto, racchiusi da una cornice minerale. La beva, in cui ritornano sensazioni dal sapore agrumato, è lunga e ben sostenuta dalla corroborante freschezza e dalla gustosa sapidità. Matura parzialmente in tonneau di Allier per 6 mesi ",,na,na,na,na,na,Italia,2,,,
,0001971,Bianco Fermo,,,,,,3,86,3,86,nd,nd,2018,Feudo Di San Maurizio,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,5k,nd,6 mesi in tonneau,,,na,na,na,na,na,Italia,2,,,
,0001971-1,Bianco Fermo,1.13,12,0.98,41,2.8,2★-3★,nd,2★-3★,nd,nd,nd,,Feudo Di San Maurizio,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,14,2k,Pollame allo spiedo,6 mesi in tonneau,,,na,na,na,na,na,Italia,1,,,
,0001968,Bianco Fermo,,,,,,3,87,3,86,3,88,2019,Grosejan Vins,Valle D'Aosta Chardonnay,Valle D'Aosta Chardonnay,,DOC,Valle D'Aosta,10-14,Chardonnay 100%,13,5k,Bavette alle vongole e zucchine,8 mesi in acciaio,"Mantello giallo paglierino leggero e trasparente. Esordio floreale di genziana, botton d'oro e anemone; poi, erbe di montagna, borragine, timo e camomilla, per finire con un coté minerale, sentori di ananas e mela golden. L'assaggio è vibrante e teso, ma scorrevole, connotato da una rinfrescante sapidità, che accompagna il sorso verso un finale erbaceo. In acciaio per 8 mesi. ",,na,na,na,na,na,Italia,2,,,
