Categoria-1,Ref,OLDVSCORE,RS,RAWQP,QP,MediaGrezza,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000637,,,,,,3,2017,Terre Dei Pallavicini,Frascati Superiore Poggio Verde,Frascati Superiore,,DOCG,Lazio,87,,87,,na,Bianco fermo,5-9,Malvasia Puntinata 70% – Bombino bianco 15% – Greco 7% – Grechetto 8%,13.5,30k,Pasta alla gricia,4 mesi in acciaio,"Giallo paglierino luminoso con riflessi verdolini. Naso gradevole, con riconoscimenti di agrumi, frutta a polpa bianca ed elicriso. Al palato esprime una freschezza vivida unita a elegante sapidità. Buon equilibrio complessivo che si dipana con intensità e discreta persistenza.",,na,na,na,na,na,Italia,2,,,
,0000637,,,,,,3,2018,Terre Dei Pallavicini,Frascati Superiore Poggio Verde,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia Puntinata 70% – Bombino bianco 15% – Greco 7% – Grechetto 8%,13.5,30k,Frittata con asparagi,4 mesi in acciaio,"Paglierino lucente. Al naso si esprime inizialmente con riconoscimenti di salvia, asparago e un fresco respiro di erbe officinali, per poi virare sui richiami fruttati di pesca bianca e pompelmo. Ingresso gustativo caratterizzato dalla freschezza e dalla rispondenza tra naso e palato.",,na,na,na,na,na,Italia,2,,,
,0000637-1,1.35,13,1.88,33,3.0,3★,,Terre Dei Pallavicini,Frascati Superiore Poggio Verde,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia Puntinata 70% – Bombino bianco 15% – Greco 7% – Grechetto 8%,13.5,30k-50k,Insalata di farro con verdure grigliate e scampi – Pasta alla gricia – Frittata con asparagi,4 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000638,,,,,,3,2017,Tenuta Di Pietra Porzia,Frascati Superiore Gold Label,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,15-19,Malvasia Puntinata 70% – Greco 30%,13.5,15k,Sarago in cartoccio alla mediterranea,solo acciaio,"Giallo paglierino deciso. Al naso debutta con effluvi di ginestra, camomilla e tenui note  di caprifoglio, erba tagliata e fiori d'arancio. Assaggio avvolgente di morbida impostazione, con un finale in cui riemerge la freschezza dai contorni agrumati. In chiusura evidenzia un accenno di mineralità sulfurea.",,na,na,na,na,na,Italia,2,,,
,0000638-1,0.34,3,0.19,3,3.0,3★,,Tenuta Di Pietra Porzia,Frascati Superiore Gold Label,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia Puntinata 70% – Greco 30%,13.5,15k,Sarago in cartoccio alla mediterranea,solo acciaio,,,na,na,na,na,na,Italia,1,,,
,0000639,,,,,,2,2016,Casale Mattia,Frascati Superiore Terre Del Casale,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia bianca 30% – Malvasia Bianca di Candia 30% – Trebbiano 20% – Altri,13,45k,nd,?,,,na,na,na,na,na,Italia,2,,,
,0000639-1,0.12,1,0.16,3,2.0,2★,,Casale Mattia,Frascati Superiore Terre Del Casale,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia bianca 30% – Malvasia Bianca di Candia 30% – Trebbiano 20% – Altri,13,45k,nd,?,,,na,na,na,na,na,Italia,1,,,
,0000640,,,,,,2,2015,Casale Mattia,Frascati Superiore Linea Storica,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia bianca 30% – Malvasia Bianca di Candia 30% – Trebbiano 20% – Altri,13,33k,nd,?,,,na,na,na,na,na,Italia,2,,,
,0000640-1,0.12,1,0.16,3,2.0,2★,,Casale Mattia,Frascati Superiore Linea Storica,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia bianca 30% – Malvasia Bianca di Candia 30% – Trebbiano 20% – Altri,13,33k,nd,?,,,na,na,na,na,na,Italia,1,,,
,0000641,,,,,,5,2014,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,3k,Carrè di agnello con salsa demi-glace,16 mesi in barrique + 5 mesi in bottiglia,"Potrebbe essere definito un cru monopole. Luminoso con toni rubino e accenti granato. Come in un valzer viennese vivace ed elegante, a contatto in una sorta di abbraccio cominciano a danzare le componenti olfattive, con note fruttate quasi di confettura, rosa  e viola disidratata, cioccolato scuro, spezie, chiodi di garofano, ginepro e pepe nero della Tasmania. Ottimo l'equilibrio con un corpo e un estratto notevoli e freschezza nella beva. Il tannino pregevole accompagna il lungo finale invitando al nuovo sorso.",,na,na,na,na,na,Italia,2,,,
,0000641,,,,,,5,2015,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,92,,92,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14.5,4k,Risotto con salsiccia e spuntature,16 mesi in barrique + 5 mesi in bottiglia,"Da un piccolo fazzoletto di terra circondato dal bosco nasce questo capolavoro di artigianato enologico. Rosso rubino scuro, si muove  lento a sottolineare la ricchezza dell'estratto. Esuberante l'intensità olfattiva, con nitidi sentori di amarena candita, alloro, rosmarino e ritorni balsamici di eucalipto. Mandorla tostata e spezie dolci in chiusura, con una nuance vegetale. In bocca è fresco e potente; il tannino vigoroso ha rimandi leggermente amarognoli e l'alcol è ben dosato. Compatto, avvolgente, di lunga persistenza, chiude saporito e con ritorni speziati. ",,na,na,na,na,na,Italia,2,,,
,0000641,,,,,,5,2016,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14.5,2k,Cannelloni di abbacchio,16 mesi in barrique + 5 mesi in bottiglia,"Rosso rubino profondo. Intenso e suadente all’olfatto, propone in successione profumi di torrefazione, cioccolato, chiodi di garofano, petali di rosa essiccati, mirtilli in confettura, ciliegia sotto spirito. A seguire elementi vegetali di tarassaco e ortica. Caldo e avvolgente, mantiene una garbata eleganza. In bocca  è vellutato, di lunga dinamicità, dotato di equilibrio e coerenza gustativa; chiude su rimandi delicati di liquirizia e cardamomo.",,na,na,na,na,na,Italia,2,,,
,0000641,,,,,,5,2017,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,92,,92,,na,Rosso fermo,20-24,Cesanese d'affile 100%,15,2k,Agnello al finocchietto,18 mesi in barrique + 5 mesi in bottiglia,"Mostra un accattivante manto rubino di grande lucentezza. Il naso stupisce per intensità ed eleganza: l'esordio di frutti scuri, ribes nero  e mora di gelso, è seguito dalla speziatura  di pepe nero ed effluvi balsamici; macchia mediterranea e rabarbaro completano il ventaglio olfattivo. All'assaggio è sontuoso, accarezza la bocca con la sua imponenza; il sorso è fresco e svela un tannino setoso ma ben presente, che lascia presagire ancora una lunga vita; la nota psuedocalorica smussa le durezze.",,na,na,na,na,na,Italia,2,,,
,0000641,,,,,,5,2018,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14,3k,Manzo al forno,18 mesi in barrique + 5 mesi in bottiglia,"Rubino luminoso. Naso timido che si fa attendere, poi libera in progressione viole essiccate, ribes nero, confettura di more, spezie e legno di cedro; cenni di erbe aromatiche si intrecciano a effluvi balsamici, cioccolato scuro e caffè. Ingresso caratterizzato da freschezza e delicata sapidità. Tannini generosamente presenti e di nobile fattura accarezzano  il palato. L'alcol, perfettamente integrato, completa il pregevole equilibrio. Interminabile la persistenza su una scia fruttata e speziata.",,na,na,na,na,na,Italia,2,,,
,0000641,,,,,,5,2019,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,2k,Agnello alla scottadito,18 mesi in barrique + 5 mesi in bottiglia,"Rubino luminoso. Magistrale il preludio di ciliegie sotto spirito e confettura di prugna. Si alternano spezie, cioccolato amaro, humus e rimandi balsamici. Possente ma disinvolta l'impres- sione gustativa, con buona freschezza e trama tannica fitta e ben presente ad accompagnare la lunga chiosa speziata.",,na,na,na,na,na,Italia,2,,,
,0000641-1,17.89,100,5.88,100,5.0,5★,,Formiconi,Cesanese Di Affile Riserva Capozzano,Cesanese Di Affile,Riserva,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,2k-4k,Carrè di agnello con salsa demi-glace – Risotto con salsiccia e spuntature – Cannelloni di abbacchio – Agnello al finocchietto – Manzo al forno – Agnello alla scottadito,16-18 mesi in barrique + 5 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000642,,,,,,4,2014,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,90,,90,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,3k,Tagliata di manzo con funghi porcini,12 mesi in acciaio + 10 mesi in barrique,"Colore classico del Cesanese: rubino che vira al granato mantenendo una bella luminosità Anche al naso emergono i caratteri del vitigno, con vellutati petali di rosa, un fruttato di visciola e arancia sanguinella su un fondo di note vegetali e cuoio. Fresco e morbido, con l'alcol ben integrato nel corpo. Il tannino è fitto. Lungo nella persistenza, su ritorni di tabacco.",,na,na,na,na,na,Italia,2,,,
,0000642,,,,,,4,2015,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,15,7k,Cosciotto di agnello arrosto all'alloro,12 mesi in acciaio + 10 mesi in barrique,"Rubino pieno e profondo. Naso intenso che sa di cioccolato e caffè. Emergono poi la marasca sotto spirito, la china e le erbe officinali. Netti i richiami di macchia mediterranea, a chiudere una speziatura di pepe nero, Fresco e pieno, ha struttura potente ma non invadente, che sostiene la forza alcolica. Il tannino è giovane e saporito, senza risultare sgraziato. Finale ammandorlato. ",,na,na,na,na,na,Italia,2,,,
,0000642,,,,,,3,2017,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,87,,87,,na,Rosso fermo,15-19,Cesanese d'affile 100%,15,7k,Arrosto di maiale alle spezie,12 mesi in acciaio + 5 mesi in barrique,"Rubino intenso. Al naso richiami di tabacco  e caffè, per proseguire con amarena sotto spirito, corbezzolo, ginepro, rosmarino e sbuffi mentolati. lL'ingresso è di grande impatto.  Il sorso è corposo, di ottima struttura e sì distende energico con un tannino appagante  Si apprezzano l'avvolgenza e l'equilibrio, con un ritorno finale di noce moscata e tè nero. ",,na,na,na,na,na,Italia,2,,,
,0000642,,,,,,3,2018,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13.5,6k,Bigoli al sugo d'anatra,12 mesi in acciaio + 2 mesi in barrique,"Rubino luminoso. L'olfatto, sussurrato, racconta di frutti scuri, violette, spezie, echi balsamici  e tabacco dolce. l sorso è di classe e di una morbidezza inaspettata, rotondo e caldo, con freschezza e tannino nella giusta misura a coronare la perfezione gustativa.",,na,na,na,na,na,Italia,2,,,
,0000642,,,,,,4,2019,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,11k,Ravioli ricotta e cannella con sudo di agnello,12 mesi in acciaio + 2 mesi in barrique,"Rosso rubino lucente. Intenso il quadro olfattivo, ricamato da viole, more e confettura di prugne; sensazioni minerali accompagnano nuance tostate e balsamiche. ll sorso è avvolgente e caldo, di buona freschezza gustativa e con tannino levigato di grande qualità. Appagante la persistenza con ricordi di frutti scuri. ",,na,na,na,na,na,Italia,2,,,
,0000642,,,,,,3,2020,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,9k,nd,12 mesi in acciaio + 2 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0000642-1,4.02,22,1.87,32,3.5,3★-4★,,Formiconi,Cesanese Di Affile Cisinianum,Cesanese Di Affile,,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,3k-11k,Tagliata di manzo con funghi porcini – Cosciotto di agnello arrosto all'alloro – Arrosto di maiale alle spezie – Bigoli al sugo d'anatra – Ravioli ricotta e cannella con sudo di agnello,12 mesi in acciaio + 2-10 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0000643,,,,,,5,2012,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,92,,92,,na,Rosso fermo,20-24,Cesanese d'affile 100%,14.5,3k,Sella di capriolo con salsa di ribes,24 mesi in botte grande e cemento + 18 mesi in bottiglia,"Manto rosso rubino dai riflessi granato e di buona concentrazione. La sorpresa arriva al naso prima e al gusto poi, e ci invita a perderci nella sua profondità. Mirtilli, rabarbaro, grafite ed erbe al solleone. Terra e speziatura calda da garam masala nelle sfumature olfattive e gustative. Freschezza agrumata a contornare un sorso equilibrato nel costante susseguirsi e alternarsi di alcol e tannini. Chiusura in crescendo per spessore e ampiezza Impossibile non cedere a un nuovo assaggio.",,na,na,na,na,na,Italia,2,,,
,0000643,,,,,,5,2013,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,92,,92,,na,Rosso fermo,20-24,Cesanese d'affile 100%,13.5,3k,Abbacchio al forno,24 mesi in botte grande e cemento + 18 mesi in bottiglia,"Granato intenso, austero, di buona consistenza. Si apre con sentori di viola mammola, piccoli frutti di bosco neri e rossi, poi frutta matura, confettura di prugna, un alito mentolato, foglie di tè e tabacco, ricorrenti scie balsamiche, cumino e cacao, infine humus. Al palato è sontuoso, la freschezza di beva si intreccia con un'eccellente trama tannica, assieme polverosa ed elegante, in perfetto equilibrio con l'alcol e  le componenti gliceriche. Ritorna la frutta in un finale dalla persistenza interminabile.",,na,na,na,na,na,Italia,2,,,
,0000643,,,,,,5,2014,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,91,,91,,na,Rosso fermo,20-24,Cesanese d'affile 100%,13.5,3k,Petto d'anatra ai mirtilli,24 mesi in botte grande e cemento + 18 mesi in bottiglia,"Granato luminoso, consistente. Emergono sentori di frutti di bosco, lamponi, more  di gelso, note vegetali e balsamiche di citronella, alloro, e poi ancora speziatura di pepe, cardamomo, cumino, rooibos e caffè. L'ingresso in bocca è fresco e avvincente,  con tannino di carattere. Vino dotato di grande equilibrio ed eleganza. Nel finale, dalla persistenza interminabile, affiorano ricordi  di cacao, tabacco e una punta di rabarbaro.",,na,na,na,na,na,Italia,2,,,
,0000643,,,,,,4,2015,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,90,,90,,na,Rosso fermo,20-24,Cesanese d'affile 100%,13.5,3k,Brasato di guancia alle erbe,18 mesi in botte + 24 mesi in bottiglia,"Granato lucente. Intensità olfattiva immediata che trasmette profumi di mora e piccoli frutti  di bosco, prugna in confettura, viola, cenni balsamici; il naso torna ancora con toni speziati di pepe, noce moscata, chiodi di garofano,  su un sottofondo fumé. Un sorso sontuoso e morbido con tannino ben fuso accompagna il lungo finale dal timbro fruttato.",,na,na,na,na,na,Italia,2,,,
,0000643,,,,,,5,2016,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,92,,92,,na,Rosso fermo,20-24,Cesanese d'affile 100%,14.5,4k,Medaglioni di filetto in sfoglia al tartufo,12 mesi in botte + 24 mesi in bottiglia,"Granato vivido e compatto. È un turbinio, intenso e intrigante, di viole, rose, more di gelso e prugna in confettura; seguono soffi balsamici che si alternano con pepe nero, chiodi di garofano, cardamomo, polvere di cacao, humus e sottili tratti ferruginosi. Il sorso imponente  e deciso traccia una progressione gustativa calda e avvolgente, dai tannini ben integrati e di pregevole finezza. Lunga chiusura su ricordi di rabarbaro.",,na,na,na,na,na,Italia,2,,,
,0000643,,,,,,5,2017,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,93,,93,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14.5,3k,Tagliata di manzo alla griglia,12 mesi in botte + 24 mesi in bottiglia,"Granato luminoso. Seducente e ampio lo spettro olfattivo che inizia con aromi di more, prugna e spezie dolci, ed evolve su ta- bacco da pipa, eucalipto, cipria e cioccolato. Assaggio pieno e rotondo, con tannino di pregevole finezza. Interminabile su me- morie di cioccolato.",,na,na,na,na,na,Italia,2,,,
,0000643-1,15.91,89,3.29,56,4.8,4★-5★,,Damiano Ciolli,Cesanese Di Olevano Romano Riserva Cirsium,Cesanese Di Olevano Romano,Riserva,DOC,Lazio,na,,na,,na,Rosso fermo,25-29,Cesanese d'affile 100%,14.5,3k-4k,Sella di capriolo con salsa di ribes – Abbacchio al forno – Petto d'anatra ai mirtilli – Brasato di guancia alle erbe – Medaglioni di filetto in sfoglia al tartufo – Tagliata di manzo alla griglia,12-24 mesi in botte e cemento + 18-24 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000644,,,,,,4,2014,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,90,,90,,na,Rosso fermo,10-14,Cesanese d'affile 70% – Cesanese 30%,13.5,18k,Cinghiale in dolceforte,12 mesi in cemento + 6 in bottiglia,"Rosso rubino di una calda tonalità. Al naso si apre con un fruttato di more, ciliegie e ricordi  di sottobosco; seguono spunti vegetali di erbe aromatiche e speziati di tabacco. Potenza alcolica e raffinata acidità introducono un sorso equilibrato. Lunga ed elegante la chiusura dei tannini con ritorni speziati, che sottolineano la piacevole persistenza in attesa di note evolutive più marcate. Un fratello minore cresciuto con carattere e talento, desideroso di primeggiare.",,na,na,na,na,na,Italia,2,,,
,0000644,,,,,,4,2015,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,89,,89,,na,Rosso fermo,10-14,Cesanese d'affile 70% – Cesanese 30%,13.5,25k,Salsiccia della val Comino,12 mesi in cemento + 6 in bottiglia,"Rubino cupo tendente al granato. All'olfatto  si sprigionano inizialmente profumi di frutta fresca, ciliegie, rosa canina, albicocca e foglia di pormnodoro, poi ginepro ed eucalipto. Chiude in lontananza una nota affumicata. Il sorso  è appagante, pieno e persistente, con un tannino vellutato e ben integrato e un'invitante freschezza che richiama un nuovo assaggio.",,na,na,na,na,na,Italia,2,,,
,0000644,,,,,,4,2016,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,89,,89,,na,Rosso fermo,10-14,Cesanese d'affile 70% – Cesanese 30%,13.5,22k,Zuppa di orzo e funghi porcini con guanciale croccante,12 mesi in cemento + 6 in bottiglia,"Bel tono rubino con riflessi granato. Ventaglio fruttato di ciliegia e arancia sanguinella; la speziatura regala sbuffi suadenti di anice stellato, noce moscata, ginepro. La gradevole freschezza al gusto è unita a un tannino avvolgente, che appaga il palato con un sapore pieno. Lunga chiusura, su un'eco balsamica  di liquirizia, che invita a nuovo sorso.",,na,na,na,na,na,Italia,2,,,
,0000644,,,,,,3,2017,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,85,,85,,na,Rosso fermo,10-14,Cesanese d'affile 70% – Cesanese 30%,14,17k,Maltagliati al sugo di lepre,12 mesi in cemento + 6 in bottiglia,"Rubino con riflessi granato. Decisi indizi di ciliegia, rosa appassita, pepe nero, nuance balsamiche di eucalipto e foglie di tè. Pieno al gusto, ha tannino avvolgente che sostiene con eleganza la beva; persistenza con ritorno di liquirizia e ginepro. ",,na,na,na,na,na,Italia,2,,,
,0000644,,,,,,3,2018,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,15-19,Cesanese d'affile 100%,13,20k,Pasticcio di tagliatelle al ragù,12 mesi in cemento + 6 in bottiglia,"Intenso rubino con orlo granato. Naso espressivo di ciliegia, arancia sanguinella  e rosa canina; echeggia una scia speziata  di anice stellato e una piacevole nota fumé. L'assaggio è dinamico e gustoso, con un tannino vellutato e avvolgente, sostenuto da una piacevole freschezza che invita a un nuovo assaggio.",,na,na,na,na,na,Italia,2,,,
,0000644,,,,,,3,2019,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese d'affile 100%,13.5,30k,nd,12 mesi in cemento + 6 in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000644-1,4.02,22,1.87,32,3.5,3★-4★,,Damiano Ciolli,Cesanese Di Olevano Romano Superiore Silene,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese d'affile – Cesanese,13.5,30k17k-30k,Cinghiale in dolceforte – Salsiccia della val Comino – Zuppa di orzo e funghi porcini con guanciale croccante – Maltagliati al sugo di lepre – Pasticcio di tagliatelle al ragù,16-18 mesi in barrique + 5 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000645,,,,,,2,2014,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,84,,84,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,4k,Panino con la porchetta,12 mesi in acciaio + 6 mesi in bottiglia,Rubino con accenni granato. La concentrazione del vino si avverte sia al naso sia al palato.  Una sensazione floreale di rosa è contornata da piccoli frutti rossi e tè nero; conclude con  un refolo speziato di cannella. In bocca il tannino e la freschezza rendono dinamica la bevuta.,,na,na,na,na,na,Italia,2,,,
,0000645,,,,,,4,2015,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,89,,89,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,10k,Pecorino di fossa,12 mesi in acciaio + 6 mesi in bottiglia,"Una splendida declinazione della denominazione. Rosso rubino compatto con luminosi accenni granato. Corredo olfattivo intrigante, composto da profumi di ciliegia, marasca, cuoio e spezie dolci, che precedono una lontana eco sulfurea. Sorso suadente, dalla rimarchevole acidità, corpo apprezzabile e alcol ben dosato. ll tannino gentile guida un lunghissimo finale con ritorni agrumati",,na,na,na,na,na,Italia,2,,,
,0000645,,,,,,3,2016,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,85,,85,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,10k,Spezzatino di manzo con patate,6 mesi in acciaio,"Colore granato di buona lucentezza. Olfatto variegato, composto da sentori di more, mirtilli e agrumi, grafite, viola, peperoni, con un finale di cuoio e pellame. Il sorso è fresco e tannico, in un sostanziale equilibrio che maschera l'imponente gradazione alcolica.",,na,na,na,na,na,Italia,2,,,
,0000645,,,,,,3,2017,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,13k,Roast-beef con funghi porcini,6 mesi in acciaio,"Rosso rubino intenso. All'olfatto evidenzia ricordi di prugna e fragoline di bosco, che introducono una dolce speziatura di cannella e chiodi di garofano, il tabacco fresco in foglie, la radice di liquirizia e il rabarbaro; il finale è all'insegna del baccello di vaniglia. Al gusto rimane fresco, elegante e allo stesso tempo deciso, con una trama tannica ben ricamata; gustoso finale",,na,na,na,na,na,Italia,2,,,
,0000645,,,,,,3,2019,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,13k,Saltimbocca alla romana,6 mesi in acciaio,"Rubino compatto e luminoso. Esordisce con fini profumi di more di rovo e confettura di prugne; prosegue su un tappeto intrecciato da viola, rosa, lavanda e sentori di sottobosco, completandosi con un tocco balsamico. In bocca è avvolgente, dotato di freschezza e tannini decisi ma ben smussati. Gradevole la persistenza, in sintonia con l'olfatto.",,na,na,na,na,na,Italia,2,,,
,0000645,,,,,,4,2020,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,89,,89,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,12k,nd,7 mesi in cemento,,,na,na,na,na,na,Italia,2,,,
,0000645-1,3.13,18,1.03,18,3.2,2★-4★,,Alberto Giacobbe,Cesanese Di Olevano Romano Superiore Giacobbe,Cesanese Di Olevano Romano,Superiore,DOC,Lazio,na,,na,,na,Rosso fermo,15-19,Cesanese d'affile 100%,14,4k-13k,Panino con la porchetta – Pecorino di fossa – Spezzatino di manzo con patate – Roast-beef con funghi porcini – Saltimbocca alla romana,6-12 mesi in acciaio + 6 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000646,,,,,,2,2014,Migrante,Cesanese Di Olevano Romano Consilium,Cesanese Di Olevano Romano,,DOC,Lazio,84,,84,,na,Rosso fermo,10-14,Cesanese 100%,14,6k,Gnocchetti con ragù di vaccinara,12 mesi in barrique,Rubino tenue con riflessi granato. Dispiega aromi di ciliegia sotto spirito e piccoli frutti scuri insieme a sentori di terra bagnata ed erbe aromatiche; refoli balsamici di lavanda completano il quadro. La struttura è sorretta da componenti gliceriche decise e tannini morbidi.,,na,na,na,na,na,Italia,2,,,
,0000646,,,,,,5,2017,Migrante,Cesanese Di Olevano Romano Consilium,Cesanese Di Olevano Romano,,DOC,Lazio,91,,91,,na,Rosso fermo,10-14,Cesanese 100%,14.5,3k,Costolette di agnello marinate,24 mesi in acciaio,"Granato con bagliori aranciati. Austero il quadro olfattivo di mac- chia mediterranea, prugna secca, alloro, cioccolato scuro che si legano in armonia a china, spezie dolci, cuoio e ceralacca. Mor- bido l'assaggio, in ideale equilibrio con la freschezza e i tannini ben levigati. Lungo il finale",,na,na,na,na,na,Italia,2,,,
,0000646-1,3.10,17,1.44,25,3.5,2★-5★,,Migrante,Cesanese Di Olevano Romano Consilium,Cesanese Di Olevano Romano,,DOC,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese 100%,14.5,4k-13k,Gnocchetti con ragù di vaccinara – Costolette di agnello marinate,24 mesi in acciaio o 12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
