Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
,0000015,5,2015,Brigaldara,Amarone Cavolo,Amarone della Valpolicella,,DOCG,Veneto,35-39,92,92,Rosso fermo,Corvina 55% – Corvinone 25% – Rondinella 20%,16,,Stracotto di asino,90 giorni di appassimento + 48 mesi in barrique e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000015,4,2016,Brigaldara,Amarone Cavolo,Amarone della Valpolicella,,DOCG,Veneto,35-39,90,90,Rosso fermo,Corvina 55% – Corvinone 25% – Rondinella 20%,16,,nd,90 giorni di appassimento + 48 mesi in barrique e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000015-1,3★-5★,,Brigaldara,Amarone Cavolo,Amarone della Valpolicella,,DOCG,Veneto,35-39,na,na,Rosso fermo,Corvina 55% – Corvinone 25% – Rondinella 20%,16,,Brasato di lepre – Brasato  – Stracotto di asino,90 giorni di appassimento + 48 mesi in barrique e botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000016,3,2013,Brigaldara,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,35-39,88,88,Rosso fermo,Corvina 45% – Corvinone 45% – Rondinella 10%,16.5,,Carrè di cervo,36 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000016,3,2015,Brigaldara,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,35-39,88,88,Rosso fermo,Corvina 45% – Corvinone 45% – Rondinella 10%,16.5,,Arrosto misto di cacciagione,36 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000016,5,2016,Brigaldara,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,35-39,91,91,Rosso fermo,Corvina 45% – Corvinone 45% – Rondinella 10%,16.5,,Monte veronese stagionato,36 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000016-1,3★-5★,,Brigaldara,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,35-39,na,na,Rosso fermo,Corvina 45% – Corvinone 45% – Rondinella 10%,16.5,,Carrè di cervo – Arrosto misto di cacciagione – Monte veronese stagionato,36 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000017,5,2011,Brigaldara,Amarone Riserva,Amarone della Valpolicella,Riserva,DOCG,Veneto,75-79,92,92,Rosso fermo,,16.5,,Capriolo in Salmì,36 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000017-1,5★,,Brigaldara,Amarone Riserva,Amarone della Valpolicella,Riserva,DOCG,Veneto,75-79,na,na,Rosso fermo,,16.5,,Capriolo in Salmì,36 mesi in barrique,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000018,3,2017,Brunelli,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,88,88,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,15,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000018-1,3★,,Brunelli,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,na,na,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,15,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000019,4,2011,Brunelli,Amarone Classico Riserva Campo Del Titari,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,60-64,90,90,Rosso fermo,,16.5,,Gulash con bacche di ginepro,42 mesi in barrique + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000019,4,2012,Brunelli,Amarone Classico Riserva Campo Del Titari,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,60-64,90,90,Rosso fermo,,16.5,,Fagiano con tartufo nero,42 mesi in barrique + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000019,5,2013,Brunelli,Amarone Classico Riserva Campo Del Titari,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,60-64,92,92,Rosso fermo,,16.5,,Controfiletto di cervo in crosta e ribes,42 mesi in barrique + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000019,4,2015,Brunelli,Amarone Classico Riserva Campo Del Titari,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,60-64,90,90,Rosso fermo,,16.5,,Selvaggina arrosto,42 mesi in barrique + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000019-1,4★-5★,,Brunelli,Amarone Classico Riserva Campo Del Titari,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,60-64,na,na,Rosso fermo,,16.5,,Gulash con bacche di ginepro – Fagiano con tartufo nero – Controfiletto di cervo in crosta e ribes – Selvaggina arrosto,42 mesi in barrique + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000020,4,2011,Brunelli,Amarone Classico Riserva Campo Inferi,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,45-49,90,90,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,16.5,,Anatra confit in salsa al vino,42 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000020,4,2012,Brunelli,Amarone Classico Riserva Campo Inferi,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,45-49,90,90,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,16.5,,Filetto di cinghiale in crosta con crema ai funghi,42 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000020,4,2013,Brunelli,Amarone Classico Riserva Campo Inferi,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,45-49,90,90,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,16.5,,Sella di capriolo con polenta,42 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000020,5,2015,Brunelli,Amarone Classico Riserva Campo Inferi,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,45-49,94,94,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,16.5,,Pernice arrosto,42 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000020-1,4★-5★,,Brunelli,Amarone Classico Riserva Campo Inferi,Amarone della Valpolicella,Classico – Riserva,DOCG,Veneto,45-49,na,na,Rosso fermo,Corvina 65% – Rondinella 25% – Corvinone 10%,16.5,,Anatra confit in salsa al vino – Filetto di cinghiale in crosta con crema ai funghi – Sella di capriolo con polenta – Pernice arrosto,42 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000021,4,2015,Ca' Botta,Amarone Riserva Pian Di Mezzo,Amarone della Valpolicella,Riserva,DOCG,Veneto,50-54,90,90,Rosso fermo,Corvina 55% – Corvinone 30% – Rondinella 10% – Oseleta 5%,17,,Cinghiale arrosto con castagne,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000021-1,4★,,Ca' Botta,Amarone Riserva Pian Di Mezzo,Amarone della Valpolicella,Riserva,DOCG,Veneto,50-54,na,na,Rosso fermo,Corvina 55% – Corvinone 30% – Rondinella 10% – Oseleta 5%,17,,Cinghiale arrosto con castagne,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000022,3,2016,Ca' Botta,Amarone Tenuta Caio,Amarone della Valpolicella,,DOCG,Veneto,40-44,88,88,Rosso fermo,Corvina 55% – Corvinone 30% – Rondinella 10% – Oseleta 5%,16,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000022-1,3★,,Ca' Botta,Amarone Tenuta Caio,Amarone della Valpolicella,,DOCG,Veneto,40-44,na,na,Rosso fermo,Corvina 55% – Corvinone 30% – Rondinella 10% – Oseleta 5%,16,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000023,4,2011,Ca' La Bionda,Amarone Classico Ravazzol,Amarone della Valpolicella,Classico,DOCG,Veneto,65-69,90,90,Rosso fermo,Corvina 70% – Corvinone 20% – Rondinella 8% – Molinara 2%,16,,Rotolo di faraona ripieno ai finferli,36 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000023,5,2015,Ca' La Bionda,Amarone Classico Ravazzol,Amarone della Valpolicella,Classico,DOCG,Veneto,65-69,91,91,Rosso fermo,Corvina 70% – Corvinone 20% – Rondinella 8% – Molinara 2%,16,,Oca in umido,42 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000023-1,4★-5★,,Ca' La Bionda,Amarone Classico Ravazzol,Amarone della Valpolicella,Classico,DOCG,Veneto,65-69,na,na,Rosso fermo,Corvina 70% – Corvinone 20% – Rondinella 8% – Molinara 2%,16,,Rotolo di faraona ripieno ai finferli – Oca in umido,36-42 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000024,4,2012,Camerani Adalia Corte Sant'Alda,Amarone Corte Sant'Alda Valmezzane,Amarone della Valpolicella,,DOCG,Veneto,75-79,90,90,Rosso fermo,Corvina 40% – Corvinone 40% – Rondinella 20%,15.5,,Pernice alla cacciatora,48 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000024,4,2013,Camerani Adalia Corte Sant'Alda,Amarone Corte Sant'Alda Valmezzane,Amarone della Valpolicella,,DOCG,Veneto,75-79,90,90,Rosso fermo,Corvina 40% – Corvinone 40% – Rondinella 20%,15.5,,Controfiletto in crosta e salsa di ribes,48 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000024,4,2015,Camerani Adalia Corte Sant'Alda,Amarone Corte Sant'Alda Valmezzane,Amarone della Valpolicella,,DOCG,Veneto,75-79,90,90,Rosso fermo,Corvina 40% – Corvinone 40% – Rondinella 20%,15.5,,Pernice al forno,48 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000024-1,4★,,Camerani Adalia Corte Sant'Alda,Amarone Corte Sant'Alda Valmezzane,Amarone della Valpolicella,,DOCG,Veneto,75-79,na,na,Rosso fermo,Corvina 40% – Corvinone 40% – Rondinella 20%,15.5,,Pernice alla cacciatora – Controfiletto in crosta e salsa di ribes – Pernice al forno,48 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000025,4,2012,Camerani Adalia Corte Sant'Alda,Amarone Mithas,Amarone della Valpolicella,,DOCG,Veneto,150-174,90,90,Rosso fermo,,15.5,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000025,5,2013,Camerani Adalia Corte Sant'Alda,Amarone Mithas,Amarone della Valpolicella,,DOCG,Veneto,150-174,92,92,Rosso fermo,,15.5,,Controfiletto in crosta e salsa di ribes,48 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000025-1,4★-5★,,Camerani Adalia Corte Sant'Alda,Amarone Mithas,Amarone della Valpolicella,,DOCG,Veneto,150-174,na,na,Rosso fermo,,15.5,,Controfiletto in crosta e salsa di ribes,48 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000026,3,2017,Cantina Negrar,Amarone Bartolomeo Lorenzi,Amarone della Valpolicella,,DOCG,Veneto,25-29,85,85,Rosso fermo,,15.5,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000026-1,3★,,Cantina Negrar,Amarone Bartolomeo Lorenzi,Amarone della Valpolicella,0,DOCG,Veneto,25-29,na,na,Rosso fermo,,15.5,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000027,3,2013,Cantina Negrar,Amarone Classico Biologico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,85,85,Rosso fermo,,16.5,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000027-1,3★,,Cantina Negrar,Amarone Classico Biologico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,na,na,Rosso fermo,,16.5,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000028,3,2017,Cantina Negrar,Amarone Classico Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,87,87,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000028-1,3★,,Cantina Negrar,Amarone Classico Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,na,na,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000029,3,2010,Cantina Negrar,Amarone Classico Espressioni Castelrotto,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,85,85,Rosso fermo,,16.5,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000029,4,2011,Cantina Negrar,Amarone Classico Espressioni Castelrotto,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,89,89,Rosso fermo,,16.5,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000029-1,3★-4★,,Cantina Negrar,Amarone Classico Espressioni Castelrotto,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,na,na,Rosso fermo,,16.5,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000030,4,2010,Cantina Negrar,Amarone Classico Espressioni Mazzurega,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,89,89,Rosso fermo,,17,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000030,3,2011,Cantina Negrar,Amarone Classico Espressioni Mazzurega,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,85,85,Rosso fermo,,17,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000030-1,,,Cantina Negrar,Amarone Classico Espressioni Mazzurega,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,na,na,Rosso fermo,,17,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000031,4,2010,Cantina Negrar,Amarone Classico Espressioni Monte,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,89,89,Rosso fermo,,17,,nd,60 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000031,3,2011,Cantina Negrar,Amarone Classico Espressioni Monte,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,85,85,Rosso fermo,,17,,nd,60 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000031-1,3★-4★,,Cantina Negrar,Amarone Classico Espressioni Monte,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,na,na,Rosso fermo,,17,,nd,60 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000032,5,2010,Cantina Negrar,Amarone Classico Espressioni San Rocco,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,91,91,Rosso fermo,,17,,nd,48 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000032-1,5★,,Cantina Negrar,Amarone Classico Espressioni San Rocco,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,na,na,Rosso fermo,,17,,nd,48 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000033,4,2010,Cantina Negrar,Amarone Classico Espressioni Villa,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,89,89,Rosso fermo,,17.5,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000033,3,2011,Cantina Negrar,Amarone Classico Espressioni Villa,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,85,85,Rosso fermo,,17.5,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000033-1,3★-4★,,Cantina Negrar,Amarone Classico Espressioni Villa,Amarone della Valpolicella,Classico,DOCG,Veneto,95-99,na,na,Rosso fermo,,17.5,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000034,3,2013,Cantina Negrar,Amarone Classico Pruviniano,Amarone della Valpolicella,Classico,DOCG,Veneto,40-44,86,86,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000034,3,2014,Cantina Negrar,Amarone Classico Pruviniano,Amarone della Valpolicella,Classico,DOCG,Veneto,40-44,86,86,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,Spiedo bresciano,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000034,3,2017,Cantina Negrar,Amarone Classico Pruviniano,Amarone della Valpolicella,Classico,DOCG,Veneto,40-44,87,87,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,Quaglie alla cacciatora,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000034-1,,,Cantina Negrar,Amarone Classico Pruviniano,Amarone della Valpolicella,Classico,DOCG,Veneto,40-44,na,na,Rosso fermo,Corvina 60% – Corvinone 15% – Rondinella 15% – altri,16,,Spiedo bresciano – Quaglie alla cacciatora,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000035,4,2010,Cantina Negrar,Amarone Classico Riserva Mater,Amarone della Valpolicella,Classico,DOCG,Veneto,125-149,90,90,Rosso fermo,,16,,Spezzatino di manzo al rosmarino,36 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000035,4,2011,Cantina Negrar,Amarone Classico Riserva Mater,Amarone della Valpolicella,Classico,DOCG,Veneto,125-149,90,90,Rosso fermo,,16,,Scamone con funghi porcini,60 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000035,4,2012,Cantina Negrar,Amarone Classico Riserva Mater,Amarone della Valpolicella,Classico,DOCG,Veneto,125-149,90,90,Rosso fermo,,16,,Oca grassa al forno con marroni,60 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000035-1,4★,,Cantina Negrar,Amarone Classico Riserva Mater,Amarone della Valpolicella,Classico,DOCG,Veneto,125-149,na,na,Rosso fermo,,16,,Spezzatino di manzo al rosmarino – Scamone con funghi porcini – Oca grassa al forno con marroni,36-60 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000036,4,2010,Cantina Negrar,Amarone Classico Vigneti Di Jago Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,50-54,90,90,Rosso fermo,,16.5,,Spedo di beccacce,24 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000036,4,2013,Cantina Negrar,Amarone Classico Vigneti Di Jago Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,50-54,90,90,Rosso fermo,,16.5,,Capretto al forno,48 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000036,3,2015,Cantina Negrar,Amarone Classico Vigneti Di Jago Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,50-54,87,87,Rosso fermo,,16.5,,Lepre alla cacciatora con porcini,48 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000036-1,3★-4★,,Cantina Negrar,Amarone Classico Vigneti Di Jago Domini Veneti,Amarone della Valpolicella,Classico,DOCG,Veneto,50-54,na,na,Rosso fermo,,16.5,,Spedo di beccacce – Capretto al forno – Lepre alla cacciatora con porcini,24-48 mesi in barrique,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000037,3,2012,Ca' Rugate,Amarone,Amarone della Valpolicella,,DOCG,Veneto,50-54,85,85,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000037,3,2013,Ca' Rugate,Amarone,Amarone della Valpolicella,,DOCG,Veneto,50-54,86,86,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000037-1,3★,,Ca' Rugate,Amarone,Amarone della Valpolicella,,DOCG,Veneto,50-54,na,na,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000038,4,2016,Ca' Rugate,Amarone Punta 470,Amarone della Valpolicella,,DOCG,Veneto,50-54,90,90,Rosso fermo, Corvina 45% – Corvinone 40% – Rondinella 15%,15,,nd,36 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000038,3,2017,Ca' Rugate,Amarone Punta 470,Amarone della Valpolicella,,DOCG,Veneto,50-54,88,88,Rosso fermo, Corvina 45% – Corvinone 40% – Rondinella 15%,15,,Torresani in Teglia,36 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000038-1,3★-4★,,Ca' Rugate,Amarone Punta 470,Amarone della Valpolicella,,DOCG,Veneto,50-54,na,na,Rosso fermo, Corvina 45% – Corvinone 40% – Rondinella 15%,15,,Torresani in Teglia,36 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000039,3,2014,Ca' Rugate,Amarone Punta Tolotti,Amarone della Valpolicella,,DOCG,Veneto,50-54,85,85,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000039,3,2015,Ca' Rugate,Amarone Punta Tolotti,Amarone della Valpolicella,,DOCG,Veneto,50-54,86,86,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000039-1,3★,,Ca' Rugate,Amarone Punta Tolotti,Amarone della Valpolicella,,DOCG,Veneto,50-54,na,na,Rosso fermo,,15,,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000040,3,2012,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,85,85,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040,3,2013,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,86,86,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040,3,2014,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,88,88,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040,3,2015,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,86,86,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040,3,2016,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,87,87,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040,3,2017,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,88,88,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000040-1,3★,,Cavalchina,Amarone Terre d'Orti,Amarone della Valpolicella,,DOCG,Veneto,30-34,na,na,Rosso fermo,Corvina 65% – Corvinone 20% – Rondinella 15%,16.5,,nd,24 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000041,3,2013,Cesari,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,85,85,Rosso fermo,,15,,nd,36 mesi in barrique e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000041,3,2014,Cesari,Amarone Classico,Amarone della Valpolicella,Classico,DOCG,Veneto,30-34,85,85,Rosso fermo,,15,,nd,36 mesi in barrique e botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
