Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Menzioni,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,Nazione,V,Q,Millesimo,Tecnica,Zucchero,Entry
,0001513,,,,,,2017,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,2k,23 mesi in botte,,,Italia,,,,,,2
,0001513,,,,,,2018,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,2k,23 mesi in botte,,,Italia,,,,,,2
IN,0001513-1,4.66,26,0.55,28,3.8,,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,2k,23 mesi in botte,,,Italia,,,,,,1
,0001514,,,,,,2013,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,5,40-44,Nebbiolo 100%,Controfiletto di cervo al ribes rosso,91,,91,,na,Rosso fermo,14.5,3k,23 mesi in botte,"| Imperturbabile granato. Lo senti già mentre lo versi, prima ancora di ficcarci dentro il naso, lo scintillio di questa vigna d'alta quota: un pot-pourri irresistibile di bacche rosse, un soffio di conifera, un'intrusione di china calissaia e chiodi di garofano. Ed è solo l'inizio. E se al palato qualche ruga tannica evidenzia giustificate esuberanze di gioventù, il sorso avvince per freschezza, sostanza e massa. Ce ne vuole prima che sparisca il ricordo. Passa 20 mesi in botti di rovere austro-tedesco. ",,Italia,,,,,,2
,0001514,,,,,,2014,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,3k,23 mesi in botte,,,Italia,,,,,,2
,0001514,,,,,,2015,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,3k,23 mesi in botte,,,Italia,,,,,,2
,0001514,,,,,,2016,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Stracotto di bue di Carrù,86,,86,,na,Rosso fermo,14.5,2k,23 mesi in botte,"G!anaîo perfetto. Al naso si alternano sensazioni di sottobosco, con sfumature fungine e folate di lampone e mora;  lo sfondo è speziato, balsamico e floreale, un tappeto di eucalipto e viola di profonda suggestione. | tannini di Treiso, con la loro tensione, rappresentano il sostegno ritmico e insieme scrivono la lunghissima linea melodica di questo eccellente sorso: per chi la ricorda, come la chitarra di Robert Fripp in ""Heroes"" di David Bowie. Per 2 anni in botti di rovere da 20 ettolitri. ",,Italia,,,,,,2
,0001514,,,,,,2017,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Noce di vitello alla brace,87,,87,,na,Rosso fermo,14.5,2k,23 mesi in botte,"Granato terso. Da Treiso un profilo olfattivo che alterna fragoline e agrume, aghi di pino, menta e nuance vegetali, rosa, granatina. La concentrazione del palato costituisce il marchio aziendale; varia la qualità tannica, sempre fine  e vigorosa, forse un poco più fredda rispetto ai confratelli di Barbaresco. Rigore e seduzione in un unico calice Per 2 anni in botti da 20 ettolitri ",,Italia,,,,,,2
,0001514,,,,,,2018,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,2k,23 mesi in botte,,,Italia,,,,,,2
IN,0001514-1,5.34,30,0.63,32,3.5,,Montersino,Barbaresco Montersino,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,Controfiletto di cervo al ribes rosso – Stracotto di bue di Carrù – Noce di vitello alla brace,na,,na,,na,Rosso fermo,14.5,2k-3k,23 mesi in botte,,,Italia,,,,,,1
,0001512,,,,,,2013,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Cosciotto di capriolo al ginepro,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte,"Granato olimpico. Che sia di Barbaresco lo si capisce dalla paradigmatica sintesi nebbiolesca dell'olfatto: pepe e una variegata palette speziata che dopo  un poco si precisa su profumi di noce moscata, lampone pestato, limpidi cenni balsamici. Intermittenze di rosa, viola, ortensia. L'ingresso in bocca rivela una struttura superiore, completa; i tannini non scherzano e, se appaiono ancora un poco sovraesposti, garantiscono gusto e fondo in un finale difficile da dimenticare. Botti da 20 ettolitri per 24 mesi. ",,Italia,,,,,,2
,0001512,,,,,,2014,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Arrosto di fagiano alle mele,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte,"Lampi di granato. Profuma d'aghi di pino e fragoline macerate, di felce finissima  e liquirizia. Non la scordi, la forza di quei tannini, ma l'imponenza strutturale li avvolge sino alla fine. Grande durata al palato. Ha stoffa e prospettive eccellenti. Matura in botte grande per 24 mesi. ",,Italia,,,,,,2
,0001512,,,,,,2015,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3,40-44,Nebbiolo 100%,Lombo di daino al ribes,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte,"Granato tenue. Anche in questo caso,  un bouquet che progredisce in maniera leggiadra e sicura; vi si apprezza il connubio indissolubile di fragola e menta, con corteggio articolato di liquirizia, caramella alla violetta, infusioni di felce fresca. Rispetto al Ronchi appare meno imponente nella progressione gustativa, Mma non gli manca davvero nulla in finezza, persistenza, grinta tannica. Per 2 anni in botti grandi ",,Italia,,,,,,2
,0001512,,,,,,2016,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Petto d'anatra al Barolo,89,,89,,na,Rosso fermo,14.5,3k,24 mesi in botte,"Granato scintillante. Colpisce la brillantezza olfattiva, in quest'annata che si preannuncia importante e longeva: profumi di granatina, erbe aromatiche, tratti vegetali rinfrescanti, fragoline, spezie appena macinate. A tanta espressività corrisponde un sorso solo in apparenza leggiadro, ricco di spunti fruttati, in realtà dotato di un tannino tosto ed estratto con pregevole sensibilità, che porta il sorso a un lungo finale di cui non ci si riesce a stancare. Riposa per 24 mesi in botti di rovere austriaco e tedesco da 20 ettolitri. ",,Italia,,,,,,2
,0001512,,,,,,2017,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Guanciale di fassona su vellutata di patate,89,,89,,na,Rosso fermo,14.5,1k,24 mesi in botte,"Granato. Un paradigma di gioventù, nordico e seduttivo pur in un millesimo caldo: fragolina e lampone, rabarbaro, insondabili profondità balsamiche e boschive. La struttura è massiccia, ma il sorso si mantiene sempre sensuale, come si conviene all'annata, caldo e lunghissimo. Riposa per 2 anni in rovere da 20 ettolitri ",,Italia,,,,,,2
,0001512,,,,,,2018,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,4,45-49,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,3k,23 mesi in botte,,,Italia,,,,,,2
IN,0001512-1,4.02,22,0.48,24,3.5,,Ovello,Barbaresco Ovello Vigna Loreto,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-4★,45-49,Nebbiolo 100%,Cosciotto di capriolo al ginepro – Arrosto di fagiano alle mele – Lombo di daino al ribes – Petto d'anatra al Barolo – Guanciale di fassona su vellutata di patate,na,,na,,na,Rosso fermo,14.5,1k-3k,23-24 mesi in botte,,,Italia,,,,,,1
,0001515,,,,,,2013,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,5,40-44,Nebbiolo 100%,Capriolo alla valdostana,91,,91,,na,Rosso fermo,14.5,8k,23 mesi in botte,"Granato. Che abbia le stimmate del campione lo si capisce subito: profumi profondi di mora e altri frutti di bosco, mentolo, note calde di grafite e noce moscata. Un'articolazione olfattiva  che si muove, s'insinua, s'allarga, progressiva e dialogante, e chissà che cosa diventerà. A volerla dire tutta, in bocca è perfin meglio, tosto e succoso, con tannini giovani ma buonissimi, e una persistenza al di là della norma. Per 2 anni in botti di rovere tedesco e austriaco da 20 ettolitri, seguono 6 mesi in bottiglia. Non perdetelo. ",,Italia,,,,,,2
,0001515,,,,,,2014,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,4,40-44,Nebbiolo 100%,Risotto al piccione e tartufo,90,,90,,na,Rosso fermo,14.5,8k,23 mesi in botte,"Granato fitto. Diverso nei presupposti, ma all'olfatto quasi altrettanto seducente: baricentro sul frutto rosso, sensazioni di tabacco e noce moscata, poi s'innesca una scia balsamica e vegetale leggiadra e raffinata. Pur nella diversità delle giaciture e delle esposizioni, con il Cottà condivide  la potenza, l'impalcatura tannica, la straordinaria, imperiosa persistenza Botti da 20 ettolitri, poi 6 mesi di affinamento in bottiglia. ",,Italia,,,,,,2
,0001515,,,,,,2015,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,5,45-49,Nebbiolo 100%,Fagiano in casseruola,91,,91,,na,Rosso fermo,14.5,8k,23 mesi in botte,"Granato fitto. Colpisce subito per la profondità olfattiva: un abisso fruttato di lampone, fragola e mora, poi terra  e felce. Entrano in gioco le spezie, bastoncino di liquirizia, chiodi di garofano, insieme a menta fresca e una florealità diffusa. Al palato è un concentrato di carnosità e potenza controllata, e quel tannino, massiccio, giovane, ma già buono, sfiderà gli anni a viso aperto. Fermenta in acciaio e matura per 2 anni in botti da 20 ettolitri. ",,Italia,,,,,,2
,0001515,,,,,,2016,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,8k,23 mesi in botte,,,Italia,,,,,,2
,0001515,,,,,,2018,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,8k,23 mesi in botte,,,Italia,,,,,,2
IN,0001515-1,7.64,43,0.91,45,4.0,,Ronchi,Barbaresco Ronchi,DOCG,Barbaresco,Albino Rocca,Piemonte,3★-5★,45-49,Nebbiolo 100%,Capriolo alla valdostana – Risotto al piccione e tartufo – Fagiano in casseruola,na,,na,,na,Rosso fermo,14.5,8k,23 mesi in botte,,,Italia,,,,,,1
,0001175,,,,,,2013,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3,50-54,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,28 mesi in botte,,,Italia,,,,,,2
,0001175,,,,,,2014,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3,40-44,Nebbiolo 100%,nd,85,,85,,na,Rosso fermo,14,3k,28 mesi in botte,,,Italia,,,,,,2
,0001175,,,,,,2015,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,4k,28 mesi in botte,,,Italia,,,,,,2
,0001175,,,,,,2016,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3,40-44,Nebbiolo 100%,nd,85,,85,,na,Rosso fermo,14,4k,28 mesi in botte,,,Italia,,,,,,2
,0001175,,,,,,2017,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,10k,28 mesi in botte,,,Italia,,,,,,2
IN,0001175-1,1.69,9,0.23,11,3.0,,Del Comune Di Serralunga,Barolo Del Comune Di Serralunga,DOCG,Barolo,Angelo Negro E Figli,Piemonte,3★,40-44,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14,3k-10k,28 mesi in botte,,,Italia,,,,,,1
,0000883,,,,,,2012,,Barolo,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,35-39,Nebbiolo 100%,Braciola di cavallo,86,,86,,na,Rosso fermo,14,3k,30 mesi in tonneau,"Bel rosso granato. Elegante e avvolgente di spezie e note balsamiche, si fa poi più sobrio, regalando ricordi di sottobosco, funghi e aghi di pino. Ci sono i fiori secchi e i piccoli frutti di bosco macerati, accompagnati da un tocco di caramella inglese. Piace il tannino, già verso la completa eleganza, per un sorso che invita al riassaggio e soddisfa per sapore e persistenza. Per 30 mesi in botti di Slavonia da 7 e 10 ettolitri ",,Italia,,,,,,2
,0000883,,,,,,2013,,Barolo,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,35-39,Nebbiolo 100%,Lepre in casseruola,86,,86,,na,Rosso fermo,14,3k,30 mesi in tonneau,"Il rubino è dotato di pregevole trasparenza e nobili riflessi granato. Accoglie l'olfatto una gentile sensazione mentolata, dall'effluvio balsamico, poi la violetta e l’iris, per fare spazio a una netta percezione di ciliegia e susina.  Il palato riflette la gioventù dinamica del vino, i tannini hanno slancio tonico e vibrante. In virtù di una prospettiva di vita considerevole, la bocca può indugiare sull'azione corroborante di freschezza e astringenza, per lasciare alla persistenza il compito di ristabilire l'equilibrio con ritorni fruttati generosi. Tonneau per 30 mesi. ",,Italia,,,,,,2
,0000883,,,,,,2014,,Barolo,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,35-39,Nebbiolo 100%,Fricassea di manzo con peperoni,86,,86,,na,Rosso fermo,14,3k,30 mesi in tonneau,"Raffinata trasparenza granato. La successione dei profumi, tra cui emergono fiori essiccati, cordame, foglie secche e terriccio, custodisce un cuore di frutta macerata, ciliegia e spezie. Distende un tannino efficace, serrato, di aderenza eloquente, corroborante e misurata, tipica di Castiglione Falletto. Già equilibrato, dalla struttura precisa, tonica. Riposa in rovere di Slavonia da 10 ettolitri. ",,Italia,,,,,,2
,0000882,,,,,,2014,Bricco San Pietro,Barolo Bricco San Pietro,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,45-49,Nebbiolo 100%,Stufato di manzo alle erbe,86,,86,,na,Rosso fermo,14.5,4k,30 mesi in botte grande,"Rubino profondo e decise sfumature granato. Ricco e variegato: vegetale con rimandi balsamici e mentolati,  poi prugna e amarena. Ecco quindi le espressioni classiche: viola e liquirizia a completare il profilo. Palato coerente, elegante all'ingresso; tannino dal tratto deciso, già perfettamente integrato Sottile la persistenza, di bastoncino di liquirizia e tenui accenni di tabacco. Matura per 30 mesi in botti di Slavonia ",,Italia,,,,,,2
,0000882,,,,,,2015,Bricco San Pietro,Barolo Bricco San Pietro,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,55-59,Nebbiolo 100%,Capretto alle erbe aromatiche,86,,86,,na,Rosso fermo,14.5,8k,30 mesi in botte grande,"Il colore è luminoso, granato elegante dai riflessi vividi. Da subito leggiadro il richiamo di fragoline, bacche di bosco acidule, pesca e foglia di castagno. La bocca si apre alle agili dinamiche di una struttura giovanile, con tannini in ottima evidenza, efficaci, una trama fitta e una persistenza durevole, che valorizza sensazioni floreali inizialmente più timide. Il tempo renderà giustizia a una sostanza ricca ma equilibrata. Matura per 30 mesi in botti grandi di rovere di sSlavonia ",,Italia,,,,,,2
,0000882,,,,,,2016,Bricco San Pietro,Barolo Bricco San Pietro,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,55-59,Nebbiolo 100%,Filetto di manzo alle erbe aromatiche,88,,88,,na,Rosso fermo,14,6k,30 mesi in botte grande,"Granato lucente. In esordio prugne macerate e amarene. | riferimenti floreali appaiono ancora freschi, con la rosa in primo piano; più esuberanti sensazioni vegetali si uniscono a cannella e liquirizia. Volume, densità e potenza anche in bocca, gestiti da una mano sapiente che dosa tannini dalla tessitura ampia e consistente, una freschezza viva, nonostante il calore dell'insieme,  e una materia ricca, che donerà soddisfazioni con l'evoluzione. Per 30 mesi in botti di rovere di Slavonia. ",,Italia,,,,,,2
,0000882,,,,,,2017,Bricco San Pietro,Barolo Bricco San Pietro,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,55-59,Nebbiolo 100%,nd,88,,88,,na,Rosso fermo,14.5,6k,30 mesi in botte grande,,,Italia,,,,,,2
IN,0000882-1,1.35,8,0.13,7,3.0,,Bricco San Pietro,Barolo Bricco San Pietro,DOCG,Barolo,Anna Maria Abbona,Piemonte,3★,55-59,Nebbiolo 100%,Stufato di manzo alle erbe – Capretto alle erbe aromatiche – Filetto di manzo alle erbe aromatiche,na,,4k-8k,,na,Rosso fermo,14.5,7k-21k,30 mesi in botte grande,,,Italia,,,,,,1
,0000883,,,,,,2015,Del Comune Di Castiglione Falletto,Barolo Del Comune Di Castiglione Falletto,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,3k,30 mesi in tonneau,,,Italia,,,,,,2
,0000883,,,,,,2016,Del Comune Di Castiglione Falletto,Barolo Del Comune Di Castiglione Falletto,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,40-44,Nebbiolo 100%,Ossobuco in gremolada,87,,87,,na,Rosso fermo,14.5,3k,30 mesi in tonneau,"Granato di media intensità e dalle luminose trasparenze. Ai piccoli frutti rossi sono affidate le prime schermaglie olfattive, con fragolina di bosco e ribes rosso; il floreale è secco, con una lucida violetta a spiccare tra rose e slanci mentolati, quasi balsamici. Il tannino del sorso è delicato, sorprende per la pressoché completa integrazione nella trama di una bocca molto classica, che lascia in epilogo liquirizia e caramelle al lampone. Riposa per 30 mesi in botti di rovere da 10 ettolitri. ",,Italia,,,,,,2
,0000883,,,,,,2017,Del Comune Di Castiglione Falletto,Barolo Del Comune Di Castiglione Falletto,DOCG,Barolo,Anna Maria Abbona,Piemonte,3,40-44,Nebbiolo 100%,nd,88,,88,,na,Rosso fermo,15,3k,30 mesi in tonneau,,,Italia,,,,,,2
IN,0000883-1,1.69,9,0.23,11,3.0,,Del Comune Di Castiglione Falletto,Barolo Del Comune Di Castiglione Falletto,DOCG,Barolo,Anna Maria Abbona,Piemonte,3★,40-44,Nebbiolo 100%,Filetto di manzo alle erbe aromatiche – nd – Stufato di manzo alle erbe – Capretto alle erbe aromatiche – Filetto di manzo alle erbe aromatiche – Ossobuco in gremolada,na,,4k-8k,,na,Rosso fermo,15,3k,30 mesi in tonneau,,"Dal 2015 il nome è passato da ""Barolo"" a ""Barolo Del Comune Di Castiglione Falletto""",Italia,,,,,,1
,0000903,,,,,,2014,Boiolo,Barolo Boiolo,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,35-39,Nebbiolo 100%,Cannelloni ripieni di carne,86,,86,,na,Rosso fermo,14,2k,32 mesi in tonneau,"Splendido e trasparente granato. Olfatto intenso, caratterizzato da frutta e fiori delicati: rivela i tipici e raffinati petali essiccati di rosa e viola, e i frutti rossi macerati, delicatamente avvolti da sfumature balsamiche. In bocca gode già di confortante equilibrio: l'impatto è morbido, supportato da una gratificante freschezza, in pieno accordo con la misurata tannicità. Dal vigneto Boiolo, a La Morra. Sosta in tonneau per 32 mesi ",,Italia,,,,,,2
,0000903,,,,,,2015,Boiolo,Barolo Boiolo,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,2k,32 mesi in tonneau,,,Italia,,,,,,2
IN,0000903-1,0.68,4,0.08,4,3.0,,Boiolo,Barolo Boiolo,DOCG,Barolo,Arnaldo Rivera,Piemonte,3★,45-49,Nebbiolo 100%,Cannelloni ripieni di carne,na,,na,,na,Rosso fermo,14,4k,32 mesi in tonneau,,,Italia,,,,,,1
,0000902,,,,,,2014,Bussia,Barolo Bussia,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,-,,,Italia,,,,,,2
,0000902,,,,,,2015,Bussia,Barolo Bussia,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,-,,,Italia,,,,,,2
,0000902,,,,,,2016,Bussia,Barolo Bussia,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,4k,-,,,Italia,,,,,,2
IN,0000902-1,1.02,6,0.12,6,3.0,,Bussia,Barolo Bussia,DOCG,Barolo,Arnaldo Rivera,Piemonte,3★,45-49,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,4k,-,,,Italia,,,,,,1
,0000898,,,,,,2014,Castello,Barolo Castello,DOCG,Barolo,Arnaldo Rivera,Piemonte,3,35-39,Nebbiolo 100%,Finanziera alla Cavour,86,,86,,na,Rosso fermo,14,3k,32 mesi in botte,"Granato trasparente. Già definito  e invitante nei profumi di spezie, confetture e presenze balsamiche evidenti, con anice ed eucalipto. Al palato è tannico, di ottimo corpo,  ma anche avvolgente e dinamico Particolarmente pronunciata la permanenza. Un ottimo Barolo dal vigneto che fu del grande Cavour, ubicato proprio sotto l'antico maniero di Grinzane. Un vigneto poco celebrato e conosciuto, ma con tanta storia alle spalle: in questa annata ha dato un ottimo risultato. Riposa in botti da 500 e 700 litri per 32 mesi. ",,Italia,,,,,,2
