Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Menzioni,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001557-1,0.80,7,0.59,10,2.2,Superiore,,Romagna Sangiovese Superiore Il Costone,DOC,Romagna Sangiovese,Braschi,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,10k-15k,Involtini di carne al sugo,12 mesi in acciaio + 12 mesi in botte,,,Italia,1,,,
,0001560,,,,,,Superiore,2015,Romagna Sangiovese Superiore Il Gelso,DOC,Romagna Sangiovese,Braschi,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,20k,Risotto salsiccia e verza,14 mesi in botte grande,"% Rubino consistente. Piuttosto aperto e immediato, con sentori tipici di viola mammola e ciliegia, adagiati su accenni di more e lamponi. Al palato è caldo, equilibrato da un tannino suadente e vellutato, ma vigile. Il finale è permeato da un fruttato inciso da inserti minerali. Sosta parte in acciaio e parte in botti grandi da 24 ettolitri per 12 mesi, segue un breve affinamento. ",,Italia,2,,,
,0001560,,,,,,Superiore,2016,Romagna Sangiovese Superiore Il Gelso,DOC,Romagna Sangiovese,Braschi,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,30k,Filetto alla Bismark,14 mesi in botte grande,"r7 Rosso rubino. Delicati accenni vegetali ed erbacei al naso, alternati a profumi di spezie e frutti neri. Ben delineato l'assaggio, con tannini integrati. Ha acidità vivace e un tocco finale molto saporito. Chiusura proporzionata Notevole bevibilità. Riposa per un anno in legni grandi e acciaio; breve affinamento in bottiglia. ",,Italia,2,,,
,0001560,,,,,,Superiore,2017,Romagna Sangiovese Superiore Il Gelso,DOC,Romagna Sangiovese,Braschi,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,14,30k,Arista di maiale con salsa di more e lamponi,14 mesi in botte grande,"| Rosso rubino con qualche accenno violaceo. Netti profumi di fiori di sambuco, violetta, radici di rabarbaro e corteccia. Nonostante un profilo strutturale marcato da un tannino copioso, il vino ha una sua leggerezza gustativa: merito della progressione, solcata da un tannino levigato. Persistenza adeguata e conclusione fresca e succosa. Fermentazione acciaio e cemento; matura per un anno tra acciaio e legno. ",,Italia,2,,,
,0001560-1,0.79,7,0.59,10,2.7,nd,,Romagna Sangiovese Superiore Il Gelso,DOC,Romagna Sangiovese,Braschi,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,20k-30k,Risotto salsiccia e verza – Filetto alla Bismark – Arista di maiale con salsa di more e lamponi,14-16 mesi in botte grande,,,Italia,1,,,
,0001556,,,,,,Superiore,2020,Romagna Sangiovese Superiore Sburoun,DOC,Romagna Sangiovese,Braschi,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,15k,Petto d'oca affumicato,12 mesi in acciaio + 12 mesi in botte,"Rosso rubino dall'olfatto coinvolgente: mirtilli, more, una legge- ra speziatura di pepe bianco con echi mediterranei. Il sorso è caratterizzato da un frutto fragrante ed espressivo e da tannini arrotondati. Appaga la persistenza orientata su gradevoli ricordi balsamici. ",,Italia,2,,,
,0001556-1,0.34,3,0.43,8,3.0,Superiore,,Romagna Sangiovese Superiore Sburoun,DOC,Romagna Sangiovese,Braschi,Romagna,3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,15k,Petto d'oca affumicato,12 mesi in acciaio + 12 mesi in botte,,,Italia,1,,,
,0001565,,,,,,Riserva,2012,Romagna Sangiovese Riserva Michelongiolo,DOC,Romagna Sangiovese,Calonga,Romagna,3,20-24,Sangiovese 100%,86,,86,,na,Rosso fermo,15.5,2k,Cinghiale in salmì,12 mesi in barrique,"Rubino intenso. Decisamente diretto  e immediato, con un ampio spettro  di profumi: more di rovo, corteccia di china, vaniglia, tabacco e cioccolato fondente. L’ingresso al palato non tradisce le aspettative: opulento e solidamente equipaggiato dal punto di vista strutturale, regge molto bene la non trascurabile componente alcolica. Tannino vivo e graffiante a garanzia della sua propensione a sfidare il tempo Dopo 12 mesi in barrique affronta un lungo affinamento in bottiglia. ",,Italia,2,,,
,0001565,,,,,,Riserva,2015,Romagna Sangiovese Riserva Michelongiolo,DOC,Romagna Sangiovese,Calonga,Romagna,3,20-24,Sangiovese 100%,87,,87,,na,Rosso fermo,14.5,9k,Petto d'anatra alle ciliegie,12 mesi in barrique,"Rosso rubino di media trasparenza. Profumi di mora, ribes e prugne in confettura sono accompagnati da  un gradevole corredo di spezie dolci. Palato di impronta sapida, dalla struttura robusta e con tannini già integrati. Finale saporito, persistente e con rimandi fruttati. Maturazione mista, in acciaio  e legno per un anno, e poi un anno di affinamento in bottiglia. ",,Italia,2,,,
,0001565,,,,,,Riserva,2016,Romagna Sangiovese Riserva Michelongiolo,DOC,Romagna Sangiovese,Calonga,Romagna,5,15-19,Sangiovese 100%,91,,91,,na,Rosso fermo,15,10k,Beccacce al tartufo nero,12 mesi in barrique,"Rosso rubino luminoso con riflessi granato. Sprigiona un ventaglio di sentori dapprima di sottobosco, balsamici e speziati, poi rose essiccate e infine gelatina di ciliegie. Un sorso dai tannini setosi accarezza il palato, avvolgendolo e mettendo in evidenza una struttura piena, sorretta da freschezza precisa e mai invadente. Matura per 12 mesi in barrique. ",,Italia,2,,,
,0001565-1,3.66,32,1.91,33,3.7,Riserva,,Romagna Sangiovese Riserva Michelongiolo,DOC,Romagna Sangiovese,Calonga,Romagna,3★-5★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,15,2k-10k,Cinghiale in salmì – Petto d'anatra alle ciliegie – Beccacce al tartufo nero,12 mesi in barrique,,,Italia,1,,,
,0001563,,,,,,Superiore,2018,Romagna Sangiovese Superiore Il Bruno,DOC,Romagna Sangiovese,Calonga,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,12.5,3k,Spezzatino di manzo con polenta,9 mesi in acciaio,"Rosso rubino trasparente. | sentori fruttati sono intensi e ben definiti: ciliegia e fragola, contornate da un tocco di  rosa canina. Al palato denota vigorosa freschezza e un tannino ben integrato nel corpo del vino. Chiusura sapida, di media persistenza, su ricordi agrumati. Sosta per 9 mesi in acciaio, affina per 12 mesi in bottiglia. ",,Italia,2,,,
,0001563,,,,,,Superiore,2020,Romagna Sangiovese Superiore Il Bruno,DOC,Romagna Sangiovese,Calonga,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,13,6k,,9 mesi in acciaio,,,Italia,2,,,
,0001563-1,0.68,6,0.50,9,3.0,Superiore,,Romagna Sangiovese Superiore Il Bruno,DOC,Romagna Sangiovese,Calonga,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,3k-6k,Spezzatino di manzo con polenta,9 mesi in acciaio,,,Italia,1,,,
,0001564,,,,,,Superiore,2015,Romagna Sangiovese Superiore Leggiolo,DOC,Romagna Sangiovese,Calonga,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,14,6k,Stracotto al Sangiovese,12 mesi in acciaio e barrique,"Rosso granato luminoso. Il naso è subito pervaso da profumi terziari di cuoio e tabacco, seguiti da ceralacca  e grafite; infine emerge la ciliegia sotto spirito. Al palato si mostra energico, strutturato, con la dotazione alcolica ben amalgamata. ll tannino è scalpitante e accompagnato da una vivida freschezza che induce alla beva. Fermentazione  in acciaio e maturazione condotta per 12 mesi tra acciaio e barrique, poi per 6 mesi in bottiglia. ",,Italia,2,,,
,0001564,,,,,,Superiore,2016,Romagna Sangiovese Superiore Leggiolo,DOC,Romagna Sangiovese,Calonga,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,3k,Medaglioni di vitello,9 mesi in acciaio,"Rosso cupo. Espressivo, con indizi di susine scure e more, su un delicato tocco vanigliato. Vino di struttura,  con un apporto tannico deciso, graffiante, supportato dal frutto. Epilogo adeguatamente fresco e disteso. Riposa per un anno tra legno e acciaio, poi per 6 mesi in bottiglia ",,Italia,2,,,
,0001564,,,,,,Superiore,2017,Romagna Sangiovese Superiore Leggiolo,DOC,Romagna Sangiovese,Calonga,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,14,9k,,9 mesi in acciaio,,,Italia,2,,,
,0001564-1,0.79,7,0.59,10,2.7,Superiore,,Romagna Sangiovese Superiore Leggiolo,DOC,Romagna Sangiovese,Calonga,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,3k-9k,Stracotto al Sangiovese – Medaglioni di vitello,9-12 mesi in acciaio,,,Italia,1,,,
,0001565,,,,,,Superiore – Riserva,2011,Romagna Sangiovese Superiore Riserva 7,DOC,Romagna Sangiovese,Calonga,Romagna,3,40-44,Sangiovese 100%,86,,86,,na,Rosso fermo,15.5,1k,Cinghiale in agrodolce,24 mesi in barrique,"Rosso granato compatto. Naso elegante e intenso, contrassegnato da profumi tostati, note balsamiche, prugna e un connubio di spezie scure, china e cuoio. Equilibrato al palato, con trama tannica setosa e avvolgente, interminabile nella sua scia. Fermenta in acciaio, poi riposa per 24 mesi in barrique e per 30 in bottiglia. ",,Italia,2,,,
,0001565-1,0.34,3,0.07,1,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva 7,DOC,Romagna Sangiovese,Calonga,Romagna,3★,40-44,Sangiovese 100%,na,,na,,na,Rosso fermo,15.5,1k,Cinghiale in agrodolce,24 mesi in barrique,,,Italia,1,,,
,0001566,,,,,,nd,2015,Romagna Sangiovese Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,1,10-14,Sangiovese 100%,79,,79,,na,Rosso fermo,12.5,50k,,9 mesi in acciaio,,,Italia,2,,,
,0001566,,,,,,nd,2016,Romagna Sangiovese Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,2,10-14,Sangiovese 100%,83,,83,,na,Rosso fermo,12.5,50k,,9 mesi in acciaio,,,Italia,2,,,
,0001566,,,,,,nd,2017,Romagna Sangiovese Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,2,10-14,Sangiovese 100%,83,,83,,na,Rosso fermo,12.5,50k,,9 mesi in acciaio,,,Italia,2,,,
,0001566,,,,,,Superiore,2018,Romagna Sangiovese Superiore Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,60k,,9 mesi in acciaio,,,Italia,2,,,
,0001566,,,,,,Superiore,2019,Romagna Sangiovese Superiore Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,60k,,9 mesi in acciaio,,,Italia,2,,,
,0001566,,,,,,Superiore,2020,Romagna Sangiovese Superiore Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,35k,Quaglie lardellate,9 mesi in acciaio,"Rosso purpureo con riflessi rubino. Naso di notevole intensità fruttata, amarena in primo piano, poi un delicato sfondo di vio- letta. L’assaggio è suadente, ravvivato dalla freschezza e da tan- nini ben estratti che rendono il finale asciutto e di garbata lun- ghezza.",,Italia,2,,,
,0001566-1,0.80,7,0.59,10,2.0,Superiore,,Romagna Sangiovese Superiore Le More,DOC,Romagna Sangiovese,Castelluccio,Romagna,1★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,35k-60k,Quaglie lardellate,9 mesi in acciaio,,,Italia,1,,,
,0001568,,,,,,Bertinoro – Riserva,2014,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,7k,Quaglie lardellate,12 mesi in barrique,"Rubino molto intenso. Decisamente aperto ed elegante al naso, si esprime con iniziali profumi di viola e rosa seguiti da mora e ciliegia. Garbato anche l'apporto delle spezie: cannella e chiodi di garofano in delicato sottofondo. Il sorso è avvolgente, di grande struttura, e la sua trama conta su un tannino  di calibrata fattura con un legno ben dosato. Pregevole equilibrio e previsione di lunga e positiva evoluzione. Matura per 12 mesi in barrique di rovere di Allier e affina per altri 24 mesi in bottiglia ",,Italia,2,,,
,0001568,,,,,,Bertinoro – Riserva,2015,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3,15-19,Sangiovese 100%,85,,85,,na,Rosso fermo,14,7k,Filetto in crosta di pistacchio,12 mesi in barrique,"Rosso rubino scintillante. Ha un articolato ventaglio di profumi, legati alle spezie dolci, al pepe nero, alla susina rossa, ai fiori fragranti e a una gradevole nota balsamica. La struttura gustativa  è sorretta da un tannino elegante e  ben integrato; freschezza e sapidità confermano un insieme equilibrato. La scia conclusiva è accompagnata da soavi ritorni fruttati. Sosta per 12 mesi in barrique di Allier, affina poi per 2 anni in bottiglia. ",,Italia,2,,,
,0001568,,,,,,Bertinoro – Riserva,2016,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3,15-19,Sangiovese 100%,85,,85,,na,Rosso fermo,14.5,7k,Tagliata di controfiletto,12 mesi in barrique,"Rosso rubino profondo. Emergono  i frutti rossi come ciliegie e susine, petali di rosa e di viola essiccati e un tocco di china. Il sorso è caratterizzato da struttura e da tannini setosi ben integrati. La sorprendente freschezza accompagna un finale fruttato. Riposa per un anno in barrique. ",,Italia,2,,,
,0001568,,,,,,Bertinoro – Riserva,2017,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,7k,,12 mesi in barrique,,,Italia,2,,,
,0001568,,,,,,Bertinoro – Riserva,2018,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,7k,,12 mesi in barrique,,,Italia,2,,,
,0001568-1,1.69,15,0.88,15,3.0,Bertinoro – Riserva,,Romagna Sangiovese Bertinoro Riserva Bron E Bruseval,DOC,Romagna Sangiovese,Celli,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,7k,Quaglie lardellate – Filetto in crosta di pistacchio – Tagliata di controfiletto,12 mesi in barrique,,,Italia,1,,,
,0001567,,,,,,Superiore,2015,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,83,,83,,na,Rosso fermo,13.5,80k,,6 mesi in acciaio,,,Italia,2,,,
,0001567,,,,,,Superiore,2016,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,96k,Costolette di maiale,6 mesi in acciaio,"Manto porpora. Profumi intensi di bacche rosse, viola ed erbe aromatiche, il tutto in un contesto vinoso per un naso in evoluzione. Al palato esprime gioventù, con prevalenti note fresco- tanniche, in un equilibrio ancora in divenire. Finale asciutto con ricordi di mentuccia. Vinificazione condotta in acciaio con permanenza sui lieviti per 6 mesi, poi per 4 in bottiglia. ",,Italia,2,,,
,0001567,,,,,,Superiore,2017,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,96k,Fagiano alla cacciatora,6 mesi in acciaio,"Rosso rubino con tracce purpuree Attacco olfattivo nitido, con piccoli frutti a bacca rossa, lamponi, mirtilli, ribes, delicate violette e un raffinato sottofondo di macchia mediterranea Di grande personalità ed espressività l'ingresso al palato, con tannini fini, integrati in una struttura snella. Lunga conclusione amaricante. Riposo per 6 mesi in acciaio e breve affinamento in bottiglia ",,Italia,2,,,
,0001567,,,,,,Superiore,2018,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,110k,,6 mesi in acciaio,,,Italia,2,,,
,0001567,,,,,,Superiore,2019,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,3,5-9,Sangiovese 100%,87,,87,,na,Rosso fermo,13.5,110k,Filetto di mora lardellato,6 mesi in acciaio,"Rosso rubino luminoso. Al naso è aggraziato ed esprime la tipicità del varietale con ciliegie e susine, violette, arancia rossa e rabarbaro. In bocca è agile e snello; piacevole la verve acida che si intreccia con un tannino ancora scalpitante su una moderata dote alcolica. Equilibrato, con ritorno fruttato, di lunga persistenza. Riposa in acciaio per 6 mesi. ",,Italia,2,,,
,0001567,,,,,,Superiore,2020,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,3,5-9,Sangiovese 100%,88,,88,,na,Rosso fermo,13.5,110k,,6 mesi in acciaio,,,Italia,2,,,
,0001567-1,1.36,12,1.73,30,2.5,Superiore,,Romagna Sangiovese Superiore Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,80k-110k,Costolette di maiale – Fagiano alla cacciatora – Filetto di mora lardellato,6 mesi in acciaio,,,Italia,1,,,
,0001569,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,83,,83,,na,Rosso fermo,13.5,33k,,12 mesi in botte,,,Italia,2,,,
,0001569,,,,,,Superiore – Riserva,2014,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,83,,83,,na,Rosso fermo,13.5,30k,,12 mesi in botte,,,Italia,2,,,
,0001569,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,33k,,12 mesi in botte,,,Italia,2,,,
,0001569,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,35k,,12 mesi in botte,,,Italia,2,,,
,0001569,,,,,,Superiore – Riserva,2017,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,32k,,12 mesi in botte,,,Italia,2,,,
,0001569,,,,,,Superiore – Riserva,2018,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,32k,,12 mesi in botte,,,Italia,2,,,
,0001569-1,1.14,10,1.44,25,2.3,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Le Grillaie,DOC,Romagna Sangiovese,Celli,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,30k-33k,,12 mesi in botte,,,Italia,1,,,
,0001582,,,,,,Predappio,2016,Romagna Sangiovese Predappio Chiara Condello,DOC,Romagna Sangiovese,Chiara Condello,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,13k,Risotto con le quaglie,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino. Intensa percezione  di macchia mediterranea, in cui si distinguono chiodi di garofano, pepe, zolfo e capperi sotto sale. Sorso di struttura moderata, dal frutto fragrante, corroborato da una vivida freschezza che tonifica. Il tannino graffiante è stemperato dalla matrice alcolica; finale dal carattere sapido. Sosta in legno grande per un anno e poi 6 mesi di bottiglia ",,Italia,2,,,
,0001582,,,,,,Predappio,2017,Romagna Sangiovese Predappio Chiara Condello,DOC,Romagna Sangiovese,Chiara Condello,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,14k,Capretto al forno con patate,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino con riflessi granato. Regala profumi di frutta rossa in confettura, cenni di caffè, liquirizia, noce moscata e bacche di ginepro. Sorso ben equilibrato tra freschezza, sapidità e una tannicità ben rifinita. Di lunga persistenza, chiude con un retrogusto di vaniglia. Sosta per 12 mesi parte in acciaio e parte in botti di rovere da 35 ettolitri. ",,Italia,2,,,
,0001582,,,,,,Predappio,2018,Romagna Sangiovese Predappio Chiara Condello,DOC,Romagna Sangiovese,Chiara Condello,Romagna,4,15-19,Sangiovese 100%,89,,89,,na,Rosso fermo,13.5,23k,Costolette d'agnello alla brace,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino luminoso, con leggere sfumature granato. Variegato al naso, con ciliegia e lievi toni floreali in prima battuta, seguiti da leggere nuance di noce moscata e liquirizia, ricordi di ginepro e di macchia mediterranea Ottimo equilibrio al sorso, nel quale tannini, struttura e freschezza si integrano fra loro, lasciando emergere la sapidità in un lungo e gustoso finale. Riposa per 6 mesi in acciaio e ulteriori 12 mesi in botti di rovere. ",,Italia,2,,,
